bucket_month,event_type,developer_id,developer_name,repo_artifact_namespace,project_id,relationship_type
2024-04-01,COMMIT_CODE,9P1F1zoPN095sU9oVRreeQ9dn0FB4ghulmA7qcExXyU=,davidqhr,jojoexchange,R/brPbiaD8+ZOgc2k4NVBYT3oWYh50xHrkVT0zKFP94=,BUILDER
2024-02-01,COMMIT_CODE,GIP5ezHE5PdVUOIpexZtNLPXI0Ucn/ufXSl6W66YCU8=,zzomrot,1inch,Y9rXNLJ/h4thc8N6RaRQEp6qaOyGsTOF8UV+xttzzK4=,BUILDER
2025-01-01,COMMIT_CODE,3h8Mf3+khjCocPDehFAwMgKZKHA/hztZlDKR5j8yAyk=,cmd-ob,metamask,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,BUILDER
2024-01-01,COMMIT_CODE,B5o1VWEZaBpy+tyRvW0kaRMLhy1qa0Ofn7y72eWKC9E=,oveddan,ourzora,sPO1pl4Y+FnbbMxaMnMwDEGVxZFJzf6bGUNniLdJcaU=,BUILDER
2024-01-01,COMMIT_CODE,5iXowpovVBQCq+RtCud/x8L4PdaiCo6xxdwhWt6UBeA=,ashar2shahid,api3dao,0bo+FpuyeDxXcG5AQW0QWClfmYYQ2G9yEnOqxofAKys=,BUILDER
2024-04-01,COMMIT_CODE,KUJxGbF8cFnvm0CvqENB46I89pbnxIubnLc+nFlXN9I=,fb-alexcq,woonetwork,SknvJ1fKqsEjRQTERy44BdTmY67lcFa3Yg9AHT5MwxQ=,BUILDER
2024-08-01,COMMIT_CODE,/KgN88gGvifTLMEydIdGlT4vJo702Ai9OvLpN6cyZBo=,bsx-engineering,bsx-exchange,SH2lIijMOWBaAgXBMTxSXP6tlcGn5Hy3mzZ+eFmNRss=,BUILDER
2025-01-01,COMMIT_CODE,/KgN88gGvifTLMEydIdGlT4vJo702Ai9OvLpN6cyZBo=,bsx-engineering,bsx-exchange,SH2lIijMOWBaAgXBMTxSXP6tlcGn5Hy3mzZ+eFmNRss=,BUILDER
2024-10-01,COMMIT_CODE,GRNv0c7OqsJQNFixV9OPYFe24wed0bb437KT0LljHis=,aj-maz,hai-on-op,om+w927v3zYcmk77AShf/wH4sac6MkhpIWBW0H/wYkE=,BUILDER
2024-05-01,COMMIT_CODE,i+UxgXMCPtqLWO1PEBLhoVWiT70oN/Psk8H33Wht58g=,alexherman1,metamask,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,BUILDER
2024-03-01,COMMIT_CODE,i+UxgXMCPtqLWO1PEBLhoVWiT70oN/Psk8H33Wht58g=,alexherman1,metamask,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,BUILDER
2024-09-01,COMMIT_CODE,i+UxgXMCPtqLWO1PEBLhoVWiT70oN/Psk8H33Wht58g=,alexherman1,metamask,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,BUILDER
2024-04-01,COMMIT_CODE,i+UxgXMCPtqLWO1PEBLhoVWiT70oN/Psk8H33Wht58g=,alexherman1,metamask,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,BUILDER
2025-03-01,COMMIT_CODE,i+UxgXMCPtqLWO1PEBLhoVWiT70oN/Psk8H33Wht58g=,alexherman1,metamask,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,BUILDER
2023-03-01,PULL_REQUEST_OPENED,GIP5ezHE5PdVUOIpexZtNLPXI0Ucn/ufXSl6W66YCU8=,zzomrot,nomicfoundation,PyhUZNx6BtNb32p2YMEx2h6WrGOesDqk/rV1nuWAE3I=,DEVTOOL
2019-08-01,FORKED,A0Tr+xfonvvI9b1We2L6lEPZeY4rUDCtNcXsC177OlA=,garethfuller,openzeppelin,qG8wMwZc0z2iMNGmqEbE0yJCaHgGkvQgKL7w5NNjr2E=,DEVTOOL
2024-02-01,ISSUE_COMMENT,UfmEoDOnK1YdmbOYRp2KPaUXuxmNi00XAiZhAyHUiGk=,ggomaeng,defillama,RKXiQ+QWuPsIuoADOdKR8u5M0aV1ybzkcgt8oT70hcw=,DEVTOOL
2024-07-01,ISSUE_OPENED,pZywPC4AKOqxkHn6KY1rNJTvHYQl6HwNupb0AHvT/V0=,nambrot,openzeppelin,qG8wMwZc0z2iMNGmqEbE0yJCaHgGkvQgKL7w5NNjr2E=,DEVTOOL
2024-03-01,COMMIT_CODE,cW5JX2A+8+ccKlRtQcUxwEhHQ29qD3D/ah58kDZR27Q=,marko-roy,kwenta,kCF+D9wyJM2PvCFVlX9aKksPQmQEIKOsEnQUW3Bipog=,BUILDER
2024-12-01,COMMIT_CODE,3h8Mf3+khjCocPDehFAwMgKZKHA/hztZlDKR5j8yAyk=,cmd-ob,metamask,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,BUILDER
2025-03-01,COMMIT_CODE,3h8Mf3+khjCocPDehFAwMgKZKHA/hztZlDKR5j8yAyk=,cmd-ob,metamask,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,BUILDER
2025-04-01,COMMIT_CODE,3h8Mf3+khjCocPDehFAwMgKZKHA/hztZlDKR5j8yAyk=,cmd-ob,metamask,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,BUILDER
2024-03-01,COMMIT_CODE,UfmEoDOnK1YdmbOYRp2KPaUXuxmNi00XAiZhAyHUiGk=,ggomaeng,steemhunt,GSKZ57Z6v+gqJ9WCtvjWJAhRCTpckr9IqrhyL3Xme4w=,BUILDER
2024-02-01,COMMIT_CODE,UfmEoDOnK1YdmbOYRp2KPaUXuxmNi00XAiZhAyHUiGk=,ggomaeng,steemhunt,GSKZ57Z6v+gqJ9WCtvjWJAhRCTpckr9IqrhyL3Xme4w=,BUILDER
2024-09-01,COMMIT_CODE,B5o1VWEZaBpy+tyRvW0kaRMLhy1qa0Ofn7y72eWKC9E=,oveddan,ourzora,sPO1pl4Y+FnbbMxaMnMwDEGVxZFJzf6bGUNniLdJcaU=,BUILDER
2024-12-01,COMMIT_CODE,B5o1VWEZaBpy+tyRvW0kaRMLhy1qa0Ofn7y72eWKC9E=,oveddan,ourzora,sPO1pl4Y+FnbbMxaMnMwDEGVxZFJzf6bGUNniLdJcaU=,BUILDER
2024-07-01,COMMIT_CODE,pZywPC4AKOqxkHn6KY1rNJTvHYQl6HwNupb0AHvT/V0=,nambrot,hyperlane-xyz,Jpscljo0tkzVDYKwVNnTSuR+AFUyy4EHg4AWd+Mdnd4=,BUILDER
2024-07-01,COMMIT_CODE,pYrXX4dGC4wtLgtAS3LyCklnHCTevXq87J5Mvy9mtVA=,michalsmiarowski,threshold-network,f1wR3UqmXt+Qkw8FYwqMEUNAErQVhEBJ8rq4KaxoCHw=,BUILDER
2024-05-01,COMMIT_CODE,pYrXX4dGC4wtLgtAS3LyCklnHCTevXq87J5Mvy9mtVA=,michalsmiarowski,threshold-network,f1wR3UqmXt+Qkw8FYwqMEUNAErQVhEBJ8rq4KaxoCHw=,BUILDER
2024-09-01,COMMIT_CODE,5iXowpovVBQCq+RtCud/x8L4PdaiCo6xxdwhWt6UBeA=,ashar2shahid,api3dao,0bo+FpuyeDxXcG5AQW0QWClfmYYQ2G9yEnOqxofAKys=,BUILDER
2024-05-01,COMMIT_CODE,5iXowpovVBQCq+RtCud/x8L4PdaiCo6xxdwhWt6UBeA=,ashar2shahid,api3dao,0bo+FpuyeDxXcG5AQW0QWClfmYYQ2G9yEnOqxofAKys=,BUILDER
2024-07-01,COMMIT_CODE,KUJxGbF8cFnvm0CvqENB46I89pbnxIubnLc+nFlXN9I=,fb-alexcq,woonetwork,SknvJ1fKqsEjRQTERy44BdTmY67lcFa3Yg9AHT5MwxQ=,BUILDER
2025-04-01,COMMIT_CODE,/KgN88gGvifTLMEydIdGlT4vJo702Ai9OvLpN6cyZBo=,bsx-engineering,bsx-exchange,SH2lIijMOWBaAgXBMTxSXP6tlcGn5Hy3mzZ+eFmNRss=,BUILDER
2024-10-01,COMMIT_CODE,A0Tr+xfonvvI9b1We2L6lEPZeY4rUDCtNcXsC177OlA=,garethfuller,balancer,p3mu9598KidLIbo8g8ZW2jgJjlv1JxF5pAooOzmYIiw=,BUILDER
2024-09-01,COMMIT_CODE,A0Tr+xfonvvI9b1We2L6lEPZeY4rUDCtNcXsC177OlA=,garethfuller,balancer,p3mu9598KidLIbo8g8ZW2jgJjlv1JxF5pAooOzmYIiw=,BUILDER
2024-07-01,COMMIT_CODE,A0Tr+xfonvvI9b1We2L6lEPZeY4rUDCtNcXsC177OlA=,garethfuller,balancer,p3mu9598KidLIbo8g8ZW2jgJjlv1JxF5pAooOzmYIiw=,BUILDER
2024-09-01,COMMIT_CODE,GRNv0c7OqsJQNFixV9OPYFe24wed0bb437KT0LljHis=,aj-maz,hai-on-op,om+w927v3zYcmk77AShf/wH4sac6MkhpIWBW0H/wYkE=,BUILDER
2024-12-01,COMMIT_CODE,GRNv0c7OqsJQNFixV9OPYFe24wed0bb437KT0LljHis=,aj-maz,hai-on-op,om+w927v3zYcmk77AShf/wH4sac6MkhpIWBW0H/wYkE=,BUILDER
2024-10-01,COMMIT_CODE,i+UxgXMCPtqLWO1PEBLhoVWiT70oN/Psk8H33Wht58g=,alexherman1,metamask,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,BUILDER
2019-09-01,STARRED,eUCEs54vb9MxBla/bjtVttBxmp0NtA4hX38+wN9YOIo=,ngmachado,ethers-io,OhSYsbVtaKOxdKm1wJ5WpNfFwiQtMhvVqx11g04Dj6s=,DEVTOOL
2020-03-01,STARRED,eUCEs54vb9MxBla/bjtVttBxmp0NtA4hX38+wN9YOIo=,ngmachado,miguelmota,l6kVcu/tuzgNkXvebL+V0q7p22mPQk/KwrQs5ikWyoE=,DEVTOOL
2024-12-01,PULL_REQUEST_OPENED,GIP5ezHE5PdVUOIpexZtNLPXI0Ucn/ufXSl6W66YCU8=,zzomrot,ethers-io,OhSYsbVtaKOxdKm1wJ5WpNfFwiQtMhvVqx11g04Dj6s=,DEVTOOL
2025-02-01,PULL_REQUEST_OPENED,UfmEoDOnK1YdmbOYRp2KPaUXuxmNi00XAiZhAyHUiGk=,ggomaeng,defillama,RKXiQ+QWuPsIuoADOdKR8u5M0aV1ybzkcgt8oT70hcw=,DEVTOOL
2024-02-01,STARRED,UfmEoDOnK1YdmbOYRp2KPaUXuxmNi00XAiZhAyHUiGk=,ggomaeng,defillama,RKXiQ+QWuPsIuoADOdKR8u5M0aV1ybzkcgt8oT70hcw=,DEVTOOL
2024-12-01,ISSUE_OPENED,B5o1VWEZaBpy+tyRvW0kaRMLhy1qa0Ofn7y72eWKC9E=,oveddan,prettier-solidity,R04wCZhk2yd96qDs1j6TL2jMhi5toVCbetozykh0ojA=,DEVTOOL
2024-07-01,ISSUE_COMMENT,pZywPC4AKOqxkHn6KY1rNJTvHYQl6HwNupb0AHvT/V0=,nambrot,openzeppelin,qG8wMwZc0z2iMNGmqEbE0yJCaHgGkvQgKL7w5NNjr2E=,DEVTOOL
2024-03-01,FORKED,9P1F1zoPN095sU9oVRreeQ9dn0FB4ghulmA7qcExXyU=,davidqhr,miguelmota,cgPK0M6LzR2cu6RZvz9f60fBsxjCV+ekE7jnvRRtEu4=,DEVTOOL
2024-06-01,COMMIT_CODE,cW5JX2A+8+ccKlRtQcUxwEhHQ29qD3D/ah58kDZR27Q=,marko-roy,kwenta,kCF+D9wyJM2PvCFVlX9aKksPQmQEIKOsEnQUW3Bipog=,BUILDER
2024-11-01,COMMIT_CODE,cW5JX2A+8+ccKlRtQcUxwEhHQ29qD3D/ah58kDZR27Q=,marko-roy,kwenta,kCF+D9wyJM2PvCFVlX9aKksPQmQEIKOsEnQUW3Bipog=,BUILDER
2024-12-01,COMMIT_CODE,UfmEoDOnK1YdmbOYRp2KPaUXuxmNi00XAiZhAyHUiGk=,ggomaeng,steemhunt,GSKZ57Z6v+gqJ9WCtvjWJAhRCTpckr9IqrhyL3Xme4w=,BUILDER
2024-06-01,COMMIT_CODE,B5o1VWEZaBpy+tyRvW0kaRMLhy1qa0Ofn7y72eWKC9E=,oveddan,ourzora,sPO1pl4Y+FnbbMxaMnMwDEGVxZFJzf6bGUNniLdJcaU=,BUILDER
2024-09-01,COMMIT_CODE,pZywPC4AKOqxkHn6KY1rNJTvHYQl6HwNupb0AHvT/V0=,nambrot,hyperlane-xyz,Jpscljo0tkzVDYKwVNnTSuR+AFUyy4EHg4AWd+Mdnd4=,BUILDER
2024-06-01,COMMIT_CODE,IsLngiw1SCmKJ4LF3WSZlBzHJC20Gisievt7vnyYiE4=,shivam78288,router-protocol,BvXTdDsg+jdxF9BynZy+IJejoLAolScBB2Sq78SsU20=,BUILDER
2024-01-01,COMMIT_CODE,KUJxGbF8cFnvm0CvqENB46I89pbnxIubnLc+nFlXN9I=,fb-alexcq,woonetwork,SknvJ1fKqsEjRQTERy44BdTmY67lcFa3Yg9AHT5MwxQ=,BUILDER
2024-02-01,COMMIT_CODE,KUJxGbF8cFnvm0CvqENB46I89pbnxIubnLc+nFlXN9I=,fb-alexcq,woonetwork,SknvJ1fKqsEjRQTERy44BdTmY67lcFa3Yg9AHT5MwxQ=,BUILDER
2024-12-01,COMMIT_CODE,A0Tr+xfonvvI9b1We2L6lEPZeY4rUDCtNcXsC177OlA=,garethfuller,balancer,p3mu9598KidLIbo8g8ZW2jgJjlv1JxF5pAooOzmYIiw=,BUILDER
2024-05-01,COMMIT_CODE,A0Tr+xfonvvI9b1We2L6lEPZeY4rUDCtNcXsC177OlA=,garethfuller,balancer,p3mu9598KidLIbo8g8ZW2jgJjlv1JxF5pAooOzmYIiw=,BUILDER
2024-12-01,COMMIT_CODE,i+UxgXMCPtqLWO1PEBLhoVWiT70oN/Psk8H33Wht58g=,alexherman1,metamask,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,BUILDER
2024-07-01,COMMIT_CODE,i+UxgXMCPtqLWO1PEBLhoVWiT70oN/Psk8H33Wht58g=,alexherman1,metamask,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,BUILDER
2025-01-01,COMMIT_CODE,i+UxgXMCPtqLWO1PEBLhoVWiT70oN/Psk8H33Wht58g=,alexherman1,metamask,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,BUILDER
2025-04-01,COMMIT_CODE,i+UxgXMCPtqLWO1PEBLhoVWiT70oN/Psk8H33Wht58g=,alexherman1,metamask,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,BUILDER
2019-04-01,STARRED,eUCEs54vb9MxBla/bjtVttBxmp0NtA4hX38+wN9YOIo=,ngmachado,sc-forks,+PfbGQq2fXc65J+R0ni5deEPvSbqCGwIUSGfsnt3swM=,DEVTOOL
2019-02-01,STARRED,eUCEs54vb9MxBla/bjtVttBxmp0NtA4hX38+wN9YOIo=,ngmachado,ethereum,D/EXUXnX8dbOCU6qXNGAgNxhLOdodwJNNjMPeLUHSu4=,DEVTOOL
2021-04-01,STARRED,A0Tr+xfonvvI9b1We2L6lEPZeY4rUDCtNcXsC177OlA=,garethfuller,synthetixio,uGbSlae4LNwwsCMEQRkgXeWpslj9Fb2t2pHzS6aj82A=,DEVTOOL
2022-11-01,STARRED,UfmEoDOnK1YdmbOYRp2KPaUXuxmNi00XAiZhAyHUiGk=,ggomaeng,joshstevens19,rmmXWna3PUDJezEboQEundP90XlJdYNPkUel94fbAFw=,DEVTOOL
2022-08-01,ISSUE_OPENED,pZywPC4AKOqxkHn6KY1rNJTvHYQl6HwNupb0AHvT/V0=,nambrot,ethers-io,OhSYsbVtaKOxdKm1wJ5WpNfFwiQtMhvVqx11g04Dj6s=,DEVTOOL
2024-01-01,COMMIT_CODE,cW5JX2A+8+ccKlRtQcUxwEhHQ29qD3D/ah58kDZR27Q=,marko-roy,kwenta,kCF+D9wyJM2PvCFVlX9aKksPQmQEIKOsEnQUW3Bipog=,BUILDER
2024-11-01,COMMIT_CODE,GIP5ezHE5PdVUOIpexZtNLPXI0Ucn/ufXSl6W66YCU8=,zzomrot,1inch,Y9rXNLJ/h4thc8N6RaRQEp6qaOyGsTOF8UV+xttzzK4=,BUILDER
2024-04-01,COMMIT_CODE,UfmEoDOnK1YdmbOYRp2KPaUXuxmNi00XAiZhAyHUiGk=,ggomaeng,steemhunt,GSKZ57Z6v+gqJ9WCtvjWJAhRCTpckr9IqrhyL3Xme4w=,BUILDER
2024-05-01,COMMIT_CODE,UfmEoDOnK1YdmbOYRp2KPaUXuxmNi00XAiZhAyHUiGk=,ggomaeng,steemhunt,GSKZ57Z6v+gqJ9WCtvjWJAhRCTpckr9IqrhyL3Xme4w=,BUILDER
2024-04-01,COMMIT_CODE,B5o1VWEZaBpy+tyRvW0kaRMLhy1qa0Ofn7y72eWKC9E=,oveddan,ourzora,sPO1pl4Y+FnbbMxaMnMwDEGVxZFJzf6bGUNniLdJcaU=,BUILDER
2024-05-01,COMMIT_CODE,B5o1VWEZaBpy+tyRvW0kaRMLhy1qa0Ofn7y72eWKC9E=,oveddan,ourzora,sPO1pl4Y+FnbbMxaMnMwDEGVxZFJzf6bGUNniLdJcaU=,BUILDER
2024-07-01,COMMIT_CODE,B5o1VWEZaBpy+tyRvW0kaRMLhy1qa0Ofn7y72eWKC9E=,oveddan,ourzora,sPO1pl4Y+FnbbMxaMnMwDEGVxZFJzf6bGUNniLdJcaU=,BUILDER
2024-02-01,COMMIT_CODE,B5o1VWEZaBpy+tyRvW0kaRMLhy1qa0Ofn7y72eWKC9E=,oveddan,ourzora,sPO1pl4Y+FnbbMxaMnMwDEGVxZFJzf6bGUNniLdJcaU=,BUILDER
2024-04-01,COMMIT_CODE,pZywPC4AKOqxkHn6KY1rNJTvHYQl6HwNupb0AHvT/V0=,nambrot,hyperlane-xyz,Jpscljo0tkzVDYKwVNnTSuR+AFUyy4EHg4AWd+Mdnd4=,BUILDER
2024-03-01,COMMIT_CODE,pZywPC4AKOqxkHn6KY1rNJTvHYQl6HwNupb0AHvT/V0=,nambrot,hyperlane-xyz,Jpscljo0tkzVDYKwVNnTSuR+AFUyy4EHg4AWd+Mdnd4=,BUILDER
2024-07-01,COMMIT_CODE,bwWdUQxAK++myM2r2oloRk/I3IQ688LcqngEfJB6Nkc=,jumpman23xx,baseswapfi,hMNrmX7nfpMimNe0zQmqdkZVy4PrhU3MIliN9gVR9y0=,BUILDER
2024-05-01,COMMIT_CODE,KUJxGbF8cFnvm0CvqENB46I89pbnxIubnLc+nFlXN9I=,fb-alexcq,woonetwork,SknvJ1fKqsEjRQTERy44BdTmY67lcFa3Yg9AHT5MwxQ=,BUILDER
2024-10-01,COMMIT_CODE,KUJxGbF8cFnvm0CvqENB46I89pbnxIubnLc+nFlXN9I=,fb-alexcq,woonetwork,SknvJ1fKqsEjRQTERy44BdTmY67lcFa3Yg9AHT5MwxQ=,BUILDER
2024-10-01,COMMIT_CODE,/KgN88gGvifTLMEydIdGlT4vJo702Ai9OvLpN6cyZBo=,bsx-engineering,bsx-exchange,SH2lIijMOWBaAgXBMTxSXP6tlcGn5Hy3mzZ+eFmNRss=,BUILDER
2024-04-01,COMMIT_CODE,A0Tr+xfonvvI9b1We2L6lEPZeY4rUDCtNcXsC177OlA=,garethfuller,balancer,p3mu9598KidLIbo8g8ZW2jgJjlv1JxF5pAooOzmYIiw=,BUILDER
2021-01-01,STARRED,A0Tr+xfonvvI9b1We2L6lEPZeY4rUDCtNcXsC177OlA=,garethfuller,ethers-io,OhSYsbVtaKOxdKm1wJ5WpNfFwiQtMhvVqx11g04Dj6s=,DEVTOOL
2020-10-01,STARRED,UfmEoDOnK1YdmbOYRp2KPaUXuxmNi00XAiZhAyHUiGk=,ggomaeng,ethers-io,OhSYsbVtaKOxdKm1wJ5WpNfFwiQtMhvVqx11g04Dj6s=,DEVTOOL
2022-11-01,ISSUE_COMMENT,pZywPC4AKOqxkHn6KY1rNJTvHYQl6HwNupb0AHvT/V0=,nambrot,openzeppelin,qG8wMwZc0z2iMNGmqEbE0yJCaHgGkvQgKL7w5NNjr2E=,DEVTOOL
2024-11-01,COMMIT_CODE,9P1F1zoPN095sU9oVRreeQ9dn0FB4ghulmA7qcExXyU=,davidqhr,jojoexchange,R/brPbiaD8+ZOgc2k4NVBYT3oWYh50xHrkVT0zKFP94=,BUILDER
2024-03-01,COMMIT_CODE,9P1F1zoPN095sU9oVRreeQ9dn0FB4ghulmA7qcExXyU=,davidqhr,jojoexchange,R/brPbiaD8+ZOgc2k4NVBYT3oWYh50xHrkVT0zKFP94=,BUILDER
2024-05-01,COMMIT_CODE,cW5JX2A+8+ccKlRtQcUxwEhHQ29qD3D/ah58kDZR27Q=,marko-roy,kwenta,kCF+D9wyJM2PvCFVlX9aKksPQmQEIKOsEnQUW3Bipog=,BUILDER
2024-07-01,COMMIT_CODE,cW5JX2A+8+ccKlRtQcUxwEhHQ29qD3D/ah58kDZR27Q=,marko-roy,kwenta,kCF+D9wyJM2PvCFVlX9aKksPQmQEIKOsEnQUW3Bipog=,BUILDER
2024-08-01,COMMIT_CODE,cW5JX2A+8+ccKlRtQcUxwEhHQ29qD3D/ah58kDZR27Q=,marko-roy,kwenta,kCF+D9wyJM2PvCFVlX9aKksPQmQEIKOsEnQUW3Bipog=,BUILDER
2024-12-01,COMMIT_CODE,GIP5ezHE5PdVUOIpexZtNLPXI0Ucn/ufXSl6W66YCU8=,zzomrot,1inch,Y9rXNLJ/h4thc8N6RaRQEp6qaOyGsTOF8UV+xttzzK4=,BUILDER
2024-08-01,COMMIT_CODE,GIP5ezHE5PdVUOIpexZtNLPXI0Ucn/ufXSl6W66YCU8=,zzomrot,1inch,Y9rXNLJ/h4thc8N6RaRQEp6qaOyGsTOF8UV+xttzzK4=,BUILDER
2025-01-01,COMMIT_CODE,GIP5ezHE5PdVUOIpexZtNLPXI0Ucn/ufXSl6W66YCU8=,zzomrot,1inch,Y9rXNLJ/h4thc8N6RaRQEp6qaOyGsTOF8UV+xttzzK4=,BUILDER
2024-11-01,COMMIT_CODE,UfmEoDOnK1YdmbOYRp2KPaUXuxmNi00XAiZhAyHUiGk=,ggomaeng,steemhunt,GSKZ57Z6v+gqJ9WCtvjWJAhRCTpckr9IqrhyL3Xme4w=,BUILDER
2024-06-01,COMMIT_CODE,UfmEoDOnK1YdmbOYRp2KPaUXuxmNi00XAiZhAyHUiGk=,ggomaeng,steemhunt,GSKZ57Z6v+gqJ9WCtvjWJAhRCTpckr9IqrhyL3Xme4w=,BUILDER
2025-02-01,COMMIT_CODE,UfmEoDOnK1YdmbOYRp2KPaUXuxmNi00XAiZhAyHUiGk=,ggomaeng,steemhunt,GSKZ57Z6v+gqJ9WCtvjWJAhRCTpckr9IqrhyL3Xme4w=,BUILDER
2024-11-01,COMMIT_CODE,B5o1VWEZaBpy+tyRvW0kaRMLhy1qa0Ofn7y72eWKC9E=,oveddan,ourzora,sPO1pl4Y+FnbbMxaMnMwDEGVxZFJzf6bGUNniLdJcaU=,BUILDER
2024-08-01,COMMIT_CODE,B5o1VWEZaBpy+tyRvW0kaRMLhy1qa0Ofn7y72eWKC9E=,oveddan,ourzora,sPO1pl4Y+FnbbMxaMnMwDEGVxZFJzf6bGUNniLdJcaU=,BUILDER
2025-02-01,COMMIT_CODE,B5o1VWEZaBpy+tyRvW0kaRMLhy1qa0Ofn7y72eWKC9E=,oveddan,ourzora,sPO1pl4Y+FnbbMxaMnMwDEGVxZFJzf6bGUNniLdJcaU=,BUILDER
2024-06-01,COMMIT_CODE,pZywPC4AKOqxkHn6KY1rNJTvHYQl6HwNupb0AHvT/V0=,nambrot,hyperlane-xyz,Jpscljo0tkzVDYKwVNnTSuR+AFUyy4EHg4AWd+Mdnd4=,BUILDER
2025-01-01,COMMIT_CODE,pZywPC4AKOqxkHn6KY1rNJTvHYQl6HwNupb0AHvT/V0=,nambrot,hyperlane-xyz,Jpscljo0tkzVDYKwVNnTSuR+AFUyy4EHg4AWd+Mdnd4=,BUILDER
2024-02-01,COMMIT_CODE,pYrXX4dGC4wtLgtAS3LyCklnHCTevXq87J5Mvy9mtVA=,michalsmiarowski,threshold-network,f1wR3UqmXt+Qkw8FYwqMEUNAErQVhEBJ8rq4KaxoCHw=,BUILDER
2024-03-01,COMMIT_CODE,pYrXX4dGC4wtLgtAS3LyCklnHCTevXq87J5Mvy9mtVA=,michalsmiarowski,threshold-network,f1wR3UqmXt+Qkw8FYwqMEUNAErQVhEBJ8rq4KaxoCHw=,BUILDER
2024-04-01,COMMIT_CODE,pYrXX4dGC4wtLgtAS3LyCklnHCTevXq87J5Mvy9mtVA=,michalsmiarowski,threshold-network,f1wR3UqmXt+Qkw8FYwqMEUNAErQVhEBJ8rq4KaxoCHw=,BUILDER
2024-02-01,COMMIT_CODE,A0Tr+xfonvvI9b1We2L6lEPZeY4rUDCtNcXsC177OlA=,garethfuller,balancer,p3mu9598KidLIbo8g8ZW2jgJjlv1JxF5pAooOzmYIiw=,BUILDER
2024-08-01,COMMIT_CODE,A0Tr+xfonvvI9b1We2L6lEPZeY4rUDCtNcXsC177OlA=,garethfuller,balancer,p3mu9598KidLIbo8g8ZW2jgJjlv1JxF5pAooOzmYIiw=,BUILDER
2024-06-01,COMMIT_CODE,A0Tr+xfonvvI9b1We2L6lEPZeY4rUDCtNcXsC177OlA=,garethfuller,balancer,p3mu9598KidLIbo8g8ZW2jgJjlv1JxF5pAooOzmYIiw=,BUILDER
2025-01-01,COMMIT_CODE,A0Tr+xfonvvI9b1We2L6lEPZeY4rUDCtNcXsC177OlA=,garethfuller,balancer,p3mu9598KidLIbo8g8ZW2jgJjlv1JxF5pAooOzmYIiw=,BUILDER
2024-11-01,COMMIT_CODE,GRNv0c7OqsJQNFixV9OPYFe24wed0bb437KT0LljHis=,aj-maz,hai-on-op,om+w927v3zYcmk77AShf/wH4sac6MkhpIWBW0H/wYkE=,BUILDER
2024-12-01,COMMIT_CODE,eUCEs54vb9MxBla/bjtVttBxmp0NtA4hX38+wN9YOIo=,ngmachado,superfluid-finance,LCI8TFIFGUudioEaZRR/WH6nLRppA/hazF5JKlZUil8=,BUILDER
2024-02-01,COMMIT_CODE,i+UxgXMCPtqLWO1PEBLhoVWiT70oN/Psk8H33Wht58g=,alexherman1,metamask,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,BUILDER
2024-06-01,COMMIT_CODE,i+UxgXMCPtqLWO1PEBLhoVWiT70oN/Psk8H33Wht58g=,alexherman1,metamask,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,BUILDER
2025-02-01,COMMIT_CODE,i+UxgXMCPtqLWO1PEBLhoVWiT70oN/Psk8H33Wht58g=,alexherman1,metamask,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,BUILDER
2025-05-01,COMMIT_CODE,i+UxgXMCPtqLWO1PEBLhoVWiT70oN/Psk8H33Wht58g=,alexherman1,metamask,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,BUILDER
2024-09-01,PULL_REQUEST_OPENED,UfmEoDOnK1YdmbOYRp2KPaUXuxmNi00XAiZhAyHUiGk=,ggomaeng,defillama,RKXiQ+QWuPsIuoADOdKR8u5M0aV1ybzkcgt8oT70hcw=,DEVTOOL
