project_id,project_name,display_name,total_transaction_count,total_gas_fees,total_active_addresses_count
9f/wyYnV87C9zOzI22LcgbKAO+yQQI2fx9o3tVVjHMg=,acrypto-s,AcryptoS,45252,1.000192702748325,513
fHqtzjjFUIWmBZyZ3AAjjo7JPFRrTW4B3EvYGLVV3lY=,phi-labs-inc,PHI-LABS-INC,39785,3.722218441767157,10496
iFBS0pE9GO7L6gnCJEKucS3Yj7gRInnND8yt8orBnb0=,getmint-io,Get Mint,36949,0.30858173655261933,13058
hCbSaQ6VfhpU7EnMv2DVwGYLfdtDM9Edj/oyOATKlsE=,create2deployer,Create2Deployer,36450,0.420791950191896,13309
Eu/G6TDshnc7KD+Mp7VPTpdCuzNo2dWgG122vlC80bs=,aperture-finance,Aperture-Finance,36450,0.4192433281836138,13309
+8e8+ontocmG1U6sStvfhSk9BsuVV3fgPuDvzH8oOzk=,cryptorank,CryptoRank,36442,0.24755326969305141,10823
LpeVfrlQFe6kw3cYW8YO6+bSUZr6TJDU9YshbtC9OPM=,hedgey-finance,Hedgey Finance,35446,0.7646109931823095,25020
2USpQuzGHE05ucR2M8thxAegUsXQS/BKOSPgFL6UKao=,jarvis-network,Jarvis Network,34997,0.35999953080265823,3427
DD4IGEpD+WTpbHEOV/qeLj2x2WFlFsOAZJmuiEz/i4M=,3dns-xyz,3DNS,31212,1.5854606887531977,17271
Hnv26GRYNfyKcBk3swm01SeSbkgsBmm3q07bhO03Sn0=,elk-finance,Elk Finance,29485,0.8285611417319012,6373
FSW2g6pmI29v5a+X6rbsxRbZKRENxTQXgu1oPwLns/w=,mux-world,MUX Protocol,28947,0.1648874992506277,68
vjSMsKAj1YfPODDFUg18z9B5yzbUSzzFb+THSsezq3Q=,wieldlabs,far.quest - Farcaster Super App (by Wield Labs),28032,0.2674756507467788,14107
Z16Lg0LHATPBfGI6/NSUH0ZhK+qCqMAlZ9UZZEL0qBo=,figs999-basic-dog-meme,Basic Dog Meme,27973,0.17375547532837593,4180
iIP3vV/VOUMzWW2bMRLS+GXybH89CIg0hhnzJjC7IOc=,vesper,Vesper,27488,0.15149687406409573,9955
di4keGP/FYkXHf9JX0b8UF+sWsvnccU1WHmwoO9acig=,omnihub-xyz,OmniHub,26337,0.8074450501114975,13409
C2z/38/dNKRF84yQ6AHTn9g8lDOiDpQ8QbnhBa2xrWk=,withfabricxyz,Hypersub,22518,1.3678241141705076,4608
QRGO1/VAXWrWRkd4pGm6dB3z18Us20PKOXCottNt3pA=,arks-labs,Cygnus Finance,21031,0.10361667417238313,5984
9Q54uD84WD+Fc7OZ0F2aNQCKNAZZg7syZ81DKJDiA7Y=,quest-3,Quest3,20585,0.36897960911753086,17308
QTGRjfPgumLZqvmjh/nP1wE3ZWzKnGhCY/E72h1wusw=,rmrk-team,RMRK,19713,0.6580587986483314,739
JeEURIU9jibZQW3a9GMUAbNGYcRDPrelRgTW941eiJA=,sudoswap,sudoswap,19650,0.4770073163529713,2246
b2z2hr0LC4v4hHbL9LkEskx+P+3XZ4S8cG6PeezOgcI=,idle-finance,Idle Finance,18566,0.17829443376752038,3955
UvyC6Todt+7bSozBcCi7nGv7/MtQgyukYFuRuRz6GfQ=,sturdyfi,Sturdy,18394,0.5142019796489058,8909
LxpsZQW0cM15ZLxxTCUPW14K7XpdKcXoQXgdJ8C+TZ8=,bit-btc-protocol,BitBTC Protocol,18131,0.11511843741192795,5105
UP1CZduWIgDJysUtiSKzySeyLCf8ZoZD5PdWYPKiOIw=,fxhash,fxhash,18123,0.19724061422856823,3290
THYiSCrN5TBtYQnCZPMSdV1qnSShxFse4YUKpP5Q1n4=,preonmoney,Preon Finance,17695,0.19371979176623116,2563
M7mj4E6rVNxqX6O3QbNNaworQ4q/zn9J1XKeZ4Ch2lY=,aragon,Aragon,17315,1.5170732542525316,1727
cP95eNCnc2qZadIIkiAJ19x5w8QaosXb9nVn+q3c/zk=,pika-protocol,Pika Protocol,13199,5.7082700900741035,1987
cB6xCF6VMi8svvr0TBAONVzJR2Q0oaBi4ir93rwxBMI=,timeswap-labs,Timeswap,12866,0.5289249392743682,2086
HeEmtoqJ5hWXVqsvaWPchnXyntWhoOhPUXoW0S8Mgoc=,dforce-network,dForce,12724,0.181313680325449,1125
4MZD67jdYe/pHcayUu32cH0hgBLmTlzxOJeSbHO00EQ=,portals-fi,Portals,11847,0.4170807572426432,4034
vvkyGxaEXG5aANY76a/+GNEd1GwI0oygahbKXgvsILA=,orderlynetwork,Orderly Network,11629,0.16015178537416663,2789
obgKt514JyvHboi4vn2gNUuxCFNuWswm9rgXBk8yNyE=,kingsimpa69-homes,HOMES,9148,0.10097072309202366,704
1REayxT2FFKqDuO0cwddB3+seplhapiB5Y2XqC+4S3c=,mystcl,MYSTCL ($MYST),8262,0.18035720628565238,1565
TNWtjYaVY+RmLblly/3JMQUQoo2A0sgOHU+Orzu3ETw=,slice-so,Slice,7547,6.5606769498366235,1017
Yip6KSrs+gfno8g3/30S4yVywtpfCLbKveLH48qcdHc=,powerpool-finance,powerpool-finance,7341,0.4118820289631671,164
UcbkUDpqYm4+hPMOd7H/xxKthToSFPm5VR5UGyVgi7Y=,bond-protocol,Bond Protocol,7057,0.3127460059829462,460
p5nHG8Bk5Xjqb/ffOGGgKQVO+tVem9FNedoDgWIw9N8=,arrakis-finance,Arrakis Finance,5925,0.236087843067794,373
dqzR9ewlyPu0+Aje2ltI9fv6Rfg/8FCOm/oAC3Ni4Yo=,insta-dapp,InstaDapp,5592,3.4296989058247416,785
MhGlk8E5mHyFD0WtdrjTXKY+be+00GhxWASP1V/Aieg=,dino_contracts-apexethdev,Based Onchain Dinos,5523,0.891106345824792,1548
Ct5jVbi/Zrg6jKnkdVfUDhpX7W5we/1IuILp2FEDTi4=,print3rxyz,PRINT3R,5401,1.200252193297898,217
XREPTQE3axWeuZSDPwZorBfXWwCvrvu1FzVjQsnxEHU=,omniswap-omnibtc,OmniSwap,5087,0.1186622563886067,1600
3w5F55uqpaNFRoyfSg9GZYpbSTlbOlgLBVFVf9E7ta0=,uncx-network,UNCX Network,5004,0.12897107106726,1408
2D5YRxufnDHKS+HeGRxq/fquJWda1owfPsxOQFcXAys=,summer-fi,Summer.fi,3471,0.4875451916606791,548
xQyC2/F3x8OGIHKCovXP4jRXN9DBEoBt3uFbMSXgS+Q=,we-piggy,WePiggy,1723,0.8740027103229445,690
aGpGH8qz3FmBNtMGV/yB4PSWzsO7SlVKvqR+vk3+7NE=,0xsequence,Sequence,1307,0.6782720209321078,135
9KjLOaqFcu9lnjdVVakw+f+IQpf+4CaFoSqkuJJakQw=,baker-fi,baker-fi,861,0.11253165540717415,220
qF9JeVaUuYj+1GPyicQepFdweJ44/ESUAgkNEg5pG8w=,aktionariat,Aktionariat,684,0.30655391493336376,206
bH7G/ENlnW5HBSboJy/YMSBdS/hFmXXBXLowJ6OjsgE=,dolomite-exchange,Dolomite Exchange,106,0.41312686152829436,7
vaEp0X5v9ldWI6LA9JQBqLOI8QYJp11PQO9f1A2htKw=,jones-dao,Jones DAO,44,0.11188429531014644,2
