bucket_month,project_id,developer_id,developer_name,event_type,repo_artifact_namespace,relationship_type
2024-08-01,0bo+FpuyeDxXcG5AQW0QWClfmYYQ2G9yEnOqxofAKys=,2NcG6EZp+aJ5IqphEso006zJULi1ys43rycOlx83ny4=,andreogle,COMMIT_CODE,api3dao,BUILDER
2023-09-01,uqohyEHaJE/DosOj9+gh3jGny1Nes5mzs2fqeCoIjFw=,EVyMr7Zl5qxFX+KNpBZb2XJgvAg/7vixthWhYpyWatE=,md0x,FORKED,snapshot-labs,DEVTOOL
2019-08-01,qG8wMwZc0z2iMNGmqEbE0yJCaHgGkvQgKL7w5NNjr2E=,GlNfRPrxkWIpEp0vl8G2GsaWXEaxCjMRR8oWMfFuI9k=,sobolev-igor,ISSUE_OPENED,openzeppelin,DEVTOOL
2024-05-01,FFp3VPAxieqG6fo9LEtIGBef5T0DzUYfLVnrXOcKAtQ=,jCPkBWduplDvAlbKTsddrzF77YzqsmjdOMHSEk150Ek=,noahlitvin,PULL_REQUEST_OPENED,usecannon,DEVTOOL
2021-06-01,CgkycgswSzo7Brgjj4YzC6Gbc0QVAof11N2O2WIjBPc=,GlNfRPrxkWIpEp0vl8G2GsaWXEaxCjMRR8oWMfFuI9k=,sobolev-igor,STARRED,ethereum,DEVTOOL
2025-02-01,pWQwBG0vClrKeqsZeS+ZWTMXQ09dabDhwwff85NZMTo=,GJ2q9fXvpCQ+lg4XyXSFwxdN0B4pJ1Q4HUGipuyMIf0=,ianflexa,STARRED,alexfertel,DEVTOOL
2022-11-01,o1y6ChRZ6JOEwoiUsf/noqLXSmBlc1X9v+fNY7lA2Ns=,jCPkBWduplDvAlbKTsddrzF77YzqsmjdOMHSEk150Ek=,noahlitvin,PULL_REQUEST_OPENED,usecannon,DEVTOOL
2023-02-01,FFp3VPAxieqG6fo9LEtIGBef5T0DzUYfLVnrXOcKAtQ=,jCPkBWduplDvAlbKTsddrzF77YzqsmjdOMHSEk150Ek=,noahlitvin,PULL_REQUEST_OPENED,usecannon,DEVTOOL
2024-12-01,iFwvhinW6hRuD/1dIGR7QqYwJTFdfgyLFhWW5Lhp/j4=,xF8mQgfRXu7Bk72SwkpBDBqexH2+SS7pksyc7Nt6MR4=,pxrl,FORKED,wevm,DEVTOOL
2024-12-01,sw8ehEEk8y0FK2GSDVnFLz7M9erX6RSQdSAgGDmiwEs=,xF8mQgfRXu7Bk72SwkpBDBqexH2+SS7pksyc7Nt6MR4=,pxrl,FORKED,lifinance,DEVTOOL
2024-12-01,SYTvL1tiICyIVzhoaKP5OYM4G0dA9Np7t00qjDR6GkE=,xF8mQgfRXu7Bk72SwkpBDBqexH2+SS7pksyc7Nt6MR4=,pxrl,FORKED,wevm,DEVTOOL
2024-12-01,6E3DyJA6elKGNzeUnrVYN/T9kutfmbzXXNbOlvSfnZM=,xF8mQgfRXu7Bk72SwkpBDBqexH2+SS7pksyc7Nt6MR4=,pxrl,PULL_REQUEST_OPENED,lifinance,DEVTOOL
2024-12-01,SYTvL1tiICyIVzhoaKP5OYM4G0dA9Np7t00qjDR6GkE=,xF8mQgfRXu7Bk72SwkpBDBqexH2+SS7pksyc7Nt6MR4=,pxrl,PULL_REQUEST_OPENED,wevm,DEVTOOL
2021-09-01,A2qcsig6eeYaR8JYx5b8eLzaCXEouObKUHpvPW3qC7c=,jCPkBWduplDvAlbKTsddrzF77YzqsmjdOMHSEk150Ek=,noahlitvin,STARRED,synthetixio,DEVTOOL
2023-11-01,o1y6ChRZ6JOEwoiUsf/noqLXSmBlc1X9v+fNY7lA2Ns=,jCPkBWduplDvAlbKTsddrzF77YzqsmjdOMHSEk150Ek=,noahlitvin,PULL_REQUEST_REVIEW_COMMENT,usecannon,DEVTOOL
2022-01-01,CgkycgswSzo7Brgjj4YzC6Gbc0QVAof11N2O2WIjBPc=,g9tt4UINUxNER1yxhH42vJ7q57n/P5Z8bxJs+Hp3g+E=,brunobar79,PULL_REQUEST_OPENED,ethereum,DEVTOOL
2023-10-01,T5JyiUTt5UnCt95/6Xyjn04da6UU9epzDAizTapPUUU=,WMAbFAzM5mCVnjl6cqH9AYFBZUhkkaQPWO/+RyZSPEU=,insulineru,STARRED,impersonator-eth,DEVTOOL
2021-12-01,+nGkjscqutwnMAH4FeLBsTaKd+fJUbXdWN9Hu4Qf4/M=,oobF2LYkOQcOonT6RXoMQurokC6xBBr9vV1yrs7n9aM=,tylerether,FORKED,sc-forks,DEVTOOL
2020-10-01,yWT3frjYCLs+Bd7M9LDe9JW6vXFoAAhgmZBK3hKC87Y=,2NcG6EZp+aJ5IqphEso006zJULi1ys43rycOlx83ny4=,andreogle,STARRED,ethereum,DEVTOOL
2020-04-01,D/EXUXnX8dbOCU6qXNGAgNxhLOdodwJNNjMPeLUHSu4=,GlNfRPrxkWIpEp0vl8G2GsaWXEaxCjMRR8oWMfFuI9k=,sobolev-igor,ISSUE_OPENED,ethereum,DEVTOOL
2022-07-01,FFp3VPAxieqG6fo9LEtIGBef5T0DzUYfLVnrXOcKAtQ=,jCPkBWduplDvAlbKTsddrzF77YzqsmjdOMHSEk150Ek=,noahlitvin,PULL_REQUEST_REVIEW_COMMENT,usecannon,DEVTOOL
2023-03-01,o1y6ChRZ6JOEwoiUsf/noqLXSmBlc1X9v+fNY7lA2Ns=,jCPkBWduplDvAlbKTsddrzF77YzqsmjdOMHSEk150Ek=,noahlitvin,PULL_REQUEST_OPENED,usecannon,DEVTOOL
2023-01-01,FFp3VPAxieqG6fo9LEtIGBef5T0DzUYfLVnrXOcKAtQ=,jCPkBWduplDvAlbKTsddrzF77YzqsmjdOMHSEk150Ek=,noahlitvin,PULL_REQUEST_OPENED,usecannon,DEVTOOL
2023-12-01,SYTvL1tiICyIVzhoaKP5OYM4G0dA9Np7t00qjDR6GkE=,XZb+QS7ieIUX9/aa4c5LpZcSaYd9vpd6Z4PaCM87Sws=,smbdy,STARRED,wevm,DEVTOOL
2025-01-01,E5usljx7n+jlIk9QsYETSlyKz0rdIo9jeCFUzDrO3Qk=,oobF2LYkOQcOonT6RXoMQurokC6xBBr9vV1yrs7n9aM=,tylerether,ISSUE_OPENED,ethers-io,DEVTOOL
2023-10-01,0vGgC3Svnxh1MM2cZonDt8UO/AH3L7ccxNfX219uScE=,oobF2LYkOQcOonT6RXoMQurokC6xBBr9vV1yrs7n9aM=,tylerether,FORKED,wighawag,DEVTOOL
2024-07-01,FFp3VPAxieqG6fo9LEtIGBef5T0DzUYfLVnrXOcKAtQ=,jCPkBWduplDvAlbKTsddrzF77YzqsmjdOMHSEk150Ek=,noahlitvin,ISSUE_COMMENT,usecannon,DEVTOOL
2024-11-01,o1y6ChRZ6JOEwoiUsf/noqLXSmBlc1X9v+fNY7lA2Ns=,jCPkBWduplDvAlbKTsddrzF77YzqsmjdOMHSEk150Ek=,noahlitvin,PULL_REQUEST_OPENED,usecannon,DEVTOOL
2022-07-01,wZrWrLFXX5iFOMmy/iwbo5/zjo/o68H6jud5u9sxawM=,u7R2kOvHqH6NTdKh8FNjclU6tzdRfbLfNuFSZ0baRKA=,marcoworms,STARRED,vyperlang,DEVTOOL
2019-09-01,qG8wMwZc0z2iMNGmqEbE0yJCaHgGkvQgKL7w5NNjr2E=,GlNfRPrxkWIpEp0vl8G2GsaWXEaxCjMRR8oWMfFuI9k=,sobolev-igor,FORKED,openzeppelin,DEVTOOL
2024-08-01,iFwvhinW6hRuD/1dIGR7QqYwJTFdfgyLFhWW5Lhp/j4=,jCPkBWduplDvAlbKTsddrzF77YzqsmjdOMHSEk150Ek=,noahlitvin,ISSUE_COMMENT,wevm,DEVTOOL
2024-08-01,SYTvL1tiICyIVzhoaKP5OYM4G0dA9Np7t00qjDR6GkE=,jCPkBWduplDvAlbKTsddrzF77YzqsmjdOMHSEk150Ek=,noahlitvin,ISSUE_COMMENT,wevm,DEVTOOL
2024-04-01,E5usljx7n+jlIk9QsYETSlyKz0rdIo9jeCFUzDrO3Qk=,TwvzuWyTpg4eQrUb7NsMHE6PG8f34dySDkiR0Xo5JJM=,corbanbrook,PULL_REQUEST_OPENED,ethers-io,DEVTOOL
2024-01-01,kMKVfhDqK7tGn11JkiOR4JoEvPhuu3h3tWJeU7zzHfg=,YY4jCEihfc51lbOqtUCYOGsIVwL1d1pIbI992ogbfsQ=,a5-pickle,STARRED,paulrberg,DEVTOOL
2023-11-01,jYjf3SP3IiJ9lfEBt7gj8Me79zJFbihTR+zuHZXuQPA=,YY4jCEihfc51lbOqtUCYOGsIVwL1d1pIbI992ogbfsQ=,a5-pickle,STARRED,vectorized,DEVTOOL
2020-04-01,CgkycgswSzo7Brgjj4YzC6Gbc0QVAof11N2O2WIjBPc=,GlNfRPrxkWIpEp0vl8G2GsaWXEaxCjMRR8oWMfFuI9k=,sobolev-igor,ISSUE_COMMENT,ethereum,DEVTOOL
2023-08-01,FFp3VPAxieqG6fo9LEtIGBef5T0DzUYfLVnrXOcKAtQ=,jCPkBWduplDvAlbKTsddrzF77YzqsmjdOMHSEk150Ek=,noahlitvin,STARRED,usecannon,DEVTOOL
2024-07-01,o1y6ChRZ6JOEwoiUsf/noqLXSmBlc1X9v+fNY7lA2Ns=,jCPkBWduplDvAlbKTsddrzF77YzqsmjdOMHSEk150Ek=,noahlitvin,PULL_REQUEST_REVIEW_COMMENT,usecannon,DEVTOOL
2022-12-01,o1y6ChRZ6JOEwoiUsf/noqLXSmBlc1X9v+fNY7lA2Ns=,jCPkBWduplDvAlbKTsddrzF77YzqsmjdOMHSEk150Ek=,noahlitvin,ISSUE_COMMENT,usecannon,DEVTOOL
2022-11-01,LVvnYBx+0vArUWYYns3hD4POUNK3wJ0XDEJ2NvWvf9c=,WMAbFAzM5mCVnjl6cqH9AYFBZUhkkaQPWO/+RyZSPEU=,insulineru,STARRED,buidlguidl,DEVTOOL
2022-06-01,FFp3VPAxieqG6fo9LEtIGBef5T0DzUYfLVnrXOcKAtQ=,jCPkBWduplDvAlbKTsddrzF77YzqsmjdOMHSEk150Ek=,noahlitvin,PULL_REQUEST_OPENED,usecannon,DEVTOOL
2024-08-01,Jpscljo0tkzVDYKwVNnTSuR+AFUyy4EHg4AWd+Mdnd4=,+F4kHrdjF6OwLKcQUy6JPIRcLsRRm5kltWC57wgdInA=,daniel-savu,COMMIT_CODE,hyperlane-xyz,BUILDER
2024-08-01,TsV9kZbHU7k/zigTlg8d7fFUcJ8Kn8YkaluyCauxUtM=,+F4kHrdjF6OwLKcQUy6JPIRcLsRRm5kltWC57wgdInA=,daniel-savu,COMMIT_CODE,hyperlane-xyz,BUILDER
2024-06-01,Jpscljo0tkzVDYKwVNnTSuR+AFUyy4EHg4AWd+Mdnd4=,+F4kHrdjF6OwLKcQUy6JPIRcLsRRm5kltWC57wgdInA=,daniel-savu,COMMIT_CODE,hyperlane-xyz,BUILDER
2024-06-01,PjPqPTput/vvThUxx6bMhInMKHuCV3t1s+K4YiHjIRg=,xF8mQgfRXu7Bk72SwkpBDBqexH2+SS7pksyc7Nt6MR4=,pxrl,COMMIT_CODE,across-protocol,BUILDER
2024-06-01,ckq4jTDZI8VgQseutflTvtvIG5SawYliPbHPn3thsIw=,U4DGXWkyjfyEzGseVutotwZ2Moy9Iu6cH+dBMErqDzc=,ex1st0r,COMMIT_CODE,rarible,BUILDER
2024-06-01,inHPXAwcpnmNnzuMDBO9CsDuph+M4UNF3XwNNhTpafs=,xF8mQgfRXu7Bk72SwkpBDBqexH2+SS7pksyc7Nt6MR4=,pxrl,COMMIT_CODE,across-protocol,BUILDER
2024-10-01,0wTetcgdAs7+boj3ROTnd7BiHXTxK1oGU3haIFFyc4s=,PJ86xtK/ObwV+GlHoUZW8XoxUKV53CKDD8znBaVrmM8=,mdeib,COMMIT_CODE,odos-xyz,BUILDER
2024-10-01,Ike09CY7m2Aou5TaJBpU/xJ5HeMyGnX/iLZEn2CrJRE=,GlNfRPrxkWIpEp0vl8G2GsaWXEaxCjMRR8oWMfFuI9k=,sobolev-igor,COMMIT_CODE,zeriontech,BUILDER
2024-09-01,kCF+D9wyJM2PvCFVlX9aKksPQmQEIKOsEnQUW3Bipog=,WMAbFAzM5mCVnjl6cqH9AYFBZUhkkaQPWO/+RyZSPEU=,insulineru,COMMIT_CODE,kwenta,BUILDER
2024-09-01,oSD0LKbjJGzhzGmFtIPwPVNjbpM+H0nYDjLqoqi1dFs=,YR6WdMkhFp8B94jGAZiyvW5eCYL0rYofEWF+mdvyrMU=,paur94,COMMIT_CODE,layerswap,BUILDER
2024-09-01,0bo+FpuyeDxXcG5AQW0QWClfmYYQ2G9yEnOqxofAKys=,2NcG6EZp+aJ5IqphEso006zJULi1ys43rycOlx83ny4=,andreogle,COMMIT_CODE,api3dao,BUILDER
2024-09-01,hHje/yl10ng5XbAXgyeDEq3hxmOkjscMbS5XNqeAg7Q=,w71montymPYYC8goiWbutlMO/LV0O9gIl+UZ8ztYnws=,paul-schaaf,COMMIT_CODE,worldcoin,BUILDER
2024-01-01,InBwrPyjI4W4SszVQ8m3Vz9EenyN2Ww0BS3a7SY7dgo=,CfvsL8WJySvyXeaTS2z6BCIj8iBfuWKE7qQTpuhWpe8=,alitdev,COMMIT_CODE,symm-io,BUILDER
2024-01-01,kCF+D9wyJM2PvCFVlX9aKksPQmQEIKOsEnQUW3Bipog=,nl3FsiO12ieefxqNA5lWsKDlFo1VQwXgP6jgVL0Nn9c=,avclarke,COMMIT_CODE,kwenta,BUILDER
2024-12-01,49lgX7xjp9BnBrzidaf0MzU+rjE9Cngu19rrBakzXzk=,cLjc2tQiu2YmFPWJGz/YOfu4tcRDAGuvUdBMFRV1noE=,r0ohafza,COMMIT_CODE,0xsplits,BUILDER
2024-12-01,sZQ3Kp1sgCPf39oJ1DWrfCgdlSzbnWJ7rflGyJ7sECQ=,cLjc2tQiu2YmFPWJGz/YOfu4tcRDAGuvUdBMFRV1noE=,r0ohafza,COMMIT_CODE,0xsplits,BUILDER
2024-12-01,kqujZQziAKlmF1hZHKciuM4kcUp+XOn5Fo/d+VZMa2E=,g9tt4UINUxNER1yxhH42vJ7q57n/P5Z8bxJs+Hp3g+E=,brunobar79,COMMIT_CODE,rainbow-me,BUILDER
2024-12-01,hHje/yl10ng5XbAXgyeDEq3hxmOkjscMbS5XNqeAg7Q=,w71montymPYYC8goiWbutlMO/LV0O9gIl+UZ8ztYnws=,paul-schaaf,COMMIT_CODE,worldcoin,BUILDER
2024-12-01,xTzKpJ2Qr6xg+Re7OM2OF7oMBy1Wyd/ygrpmQ+utCOo=,IHf0NilM6KOm5XgA8mgKGKG9DrERVpw2o4eGmCgn+iQ=,rubensousadinis,COMMIT_CODE,talentprotocol,BUILDER
2024-06-01,L1FGc2AIMWcbDulPkpgzndWnljElZEAxxr+jPOdn0WQ=,jCPkBWduplDvAlbKTsddrzF77YzqsmjdOMHSEk150Ek=,noahlitvin,COMMIT_CODE,synthetixio,BUILDER
2024-06-01,Ike09CY7m2Aou5TaJBpU/xJ5HeMyGnX/iLZEn2CrJRE=,GlNfRPrxkWIpEp0vl8G2GsaWXEaxCjMRR8oWMfFuI9k=,sobolev-igor,COMMIT_CODE,zeriontech,BUILDER
2024-06-01,XXpPLHBtaupfaGGuGkhTSlO2QRxEq4ADsUmSdge25u8=,jCPkBWduplDvAlbKTsddrzF77YzqsmjdOMHSEk150Ek=,noahlitvin,COMMIT_CODE,synthetixio,BUILDER
2024-06-01,yZEfzA9tUugnZhQ0Yqx6FvvyEHiEgXVgx6A6tpglPdw=,GlNfRPrxkWIpEp0vl8G2GsaWXEaxCjMRR8oWMfFuI9k=,sobolev-igor,COMMIT_CODE,zeriontech,BUILDER
2024-01-01,/48A4/LZsBf1ztk3blMoY9kPQjx8knNp/EabsEszQ4Y=,YY4jCEihfc51lbOqtUCYOGsIVwL1d1pIbI992ogbfsQ=,a5-pickle,COMMIT_CODE,wormhole-foundation,BUILDER
2024-01-01,q9GRthsOrK3c67qLU9D4Kfw3zPtB0nknolsidE6g4GU=,U4DGXWkyjfyEzGseVutotwZ2Moy9Iu6cH+dBMErqDzc=,ex1st0r,COMMIT_CODE,rarible,BUILDER
2024-01-01,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,s74vVqP9gELB8iqNMyPxYmJkFAk/VmK38JnY6/BIYAs=,rekmarks,COMMIT_CODE,metamask,BUILDER
2024-07-01,hHje/yl10ng5XbAXgyeDEq3hxmOkjscMbS5XNqeAg7Q=,lLUkZeo+2tmT5rd0A5+OhgpCXj0i2iNNSfwdipNrRdI=,andy-t-wang,COMMIT_CODE,worldcoin,BUILDER
2024-11-01,hE1BjGS8I9OXjnYATSkRnNJlsItBXO+CKXU6UPKJlRQ=,GJ2q9fXvpCQ+lg4XyXSFwxdN0B4pJ1Q4HUGipuyMIf0=,ianflexa,COMMIT_CODE,bgd-labs,BUILDER
2024-11-01,7EueslOSAcOTAgLquDFENtOlSVcp6+Ti4F4AJDjHiBg=,2UT3SJFknlTM/yqgbj4pdRCy6DON5rkPgfxnLfv4z8M=,johnbedrock,COMMIT_CODE,bedrock-technology,BUILDER
2024-03-01,kqujZQziAKlmF1hZHKciuM4kcUp+XOn5Fo/d+VZMa2E=,g9tt4UINUxNER1yxhH42vJ7q57n/P5Z8bxJs+Hp3g+E=,brunobar79,COMMIT_CODE,rainbow-me,BUILDER
2024-03-01,0wTetcgdAs7+boj3ROTnd7BiHXTxK1oGU3haIFFyc4s=,PJ86xtK/ObwV+GlHoUZW8XoxUKV53CKDD8znBaVrmM8=,mdeib,COMMIT_CODE,odos-xyz,BUILDER
2025-02-01,oSD0LKbjJGzhzGmFtIPwPVNjbpM+H0nYDjLqoqi1dFs=,YR6WdMkhFp8B94jGAZiyvW5eCYL0rYofEWF+mdvyrMU=,paur94,COMMIT_CODE,layerswap,BUILDER
2025-02-01,7EueslOSAcOTAgLquDFENtOlSVcp6+Ti4F4AJDjHiBg=,2UT3SJFknlTM/yqgbj4pdRCy6DON5rkPgfxnLfv4z8M=,johnbedrock,COMMIT_CODE,bedrock-technology,BUILDER
2024-11-01,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,k9v4L2dufKVlZhkP7H1KTjnEUKtB7b2c/cODyMIuZig=,owencraston,COMMIT_CODE,metamask,BUILDER
2024-02-01,sZQ3Kp1sgCPf39oJ1DWrfCgdlSzbnWJ7rflGyJ7sECQ=,cLjc2tQiu2YmFPWJGz/YOfu4tcRDAGuvUdBMFRV1noE=,r0ohafza,COMMIT_CODE,0xsplits,BUILDER
2024-02-01,GFtPmpIWk2qUtklRVLF1k8VATmNH+3bHG4CA8iOfuxA=,u7R2kOvHqH6NTdKh8FNjclU6tzdRfbLfNuFSZ0baRKA=,marcoworms,COMMIT_CODE,yearn,BUILDER
2024-05-01,kqujZQziAKlmF1hZHKciuM4kcUp+XOn5Fo/d+VZMa2E=,QgBc4Sp4rYCcpuCvG3bw8BXaw/oyOkerhz43uudaSI8=,fringlesinthestreet,COMMIT_CODE,rainbow-me,BUILDER
2024-07-01,C2z/38/dNKRF84yQ6AHTn9g8lDOiDpQ8QbnhBa2xrWk=,XW5urd3veMP3nuOzswcEPAztadS0eG1C5mMFve9G36o=,dansimpson,COMMIT_CODE,withfabricxyz,BUILDER
2024-07-01,V+faFaxkbbUn/sLf+0QwQ2RqMJPdOA21mNHILWIqT5I=,2UT3SJFknlTM/yqgbj4pdRCy6DON5rkPgfxnLfv4z8M=,johnbedrock,COMMIT_CODE,bedrock-technology,BUILDER
2024-02-01,2D5YRxufnDHKS+HeGRxq/fquJWda1owfPsxOQFcXAys=,0zaAvoU8CK/8g5iufDfwPQFxcb/rDWkzo+3rKO/x7kk=,marcinciarka,COMMIT_CODE,oasisdex,BUILDER
2024-10-01,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,syXJp14atQSxZBZOBkZQnS3OXGjPWOFi5xr3VfpEBKM=,marioaslau,COMMIT_CODE,metamask,BUILDER
2024-10-01,q9GRthsOrK3c67qLU9D4Kfw3zPtB0nknolsidE6g4GU=,U4DGXWkyjfyEzGseVutotwZ2Moy9Iu6cH+dBMErqDzc=,ex1st0r,COMMIT_CODE,rarible,BUILDER
2024-10-01,aGpGH8qz3FmBNtMGV/yB4PSWzsO7SlVKvqR+vk3+7NE=,TwvzuWyTpg4eQrUb7NsMHE6PG8f34dySDkiR0Xo5JJM=,corbanbrook,COMMIT_CODE,0xsequence,BUILDER
2024-10-01,Jpscljo0tkzVDYKwVNnTSuR+AFUyy4EHg4AWd+Mdnd4=,+F4kHrdjF6OwLKcQUy6JPIRcLsRRm5kltWC57wgdInA=,daniel-savu,COMMIT_CODE,hyperlane-xyz,BUILDER
2025-01-01,EYDF5QIkYRJ0G5JOMXy6vw4PVs0Kx3HhiT6Bk6hJp4U=,oobF2LYkOQcOonT6RXoMQurokC6xBBr9vV1yrs7n9aM=,tylerether,COMMIT_CODE,adrastia-oracle,BUILDER
2025-01-01,pWEQHj4IsxU8lx2EDLJpphYaGAvw/yRps3vgTbVCXjQ=,WmaOIMIkeqBqlNHeXnqAVAMjOUT+Sm2/Kk8jy5iw3qs=,alanhwu,COMMIT_CODE,uniswap,BUILDER
2025-01-01,PjPqPTput/vvThUxx6bMhInMKHuCV3t1s+K4YiHjIRg=,EVyMr7Zl5qxFX+KNpBZb2XJgvAg/7vixthWhYpyWatE=,md0x,COMMIT_CODE,across-protocol,BUILDER
2024-09-01,PjPqPTput/vvThUxx6bMhInMKHuCV3t1s+K4YiHjIRg=,EVyMr7Zl5qxFX+KNpBZb2XJgvAg/7vixthWhYpyWatE=,md0x,COMMIT_CODE,across-protocol,BUILDER
2024-09-01,TsV9kZbHU7k/zigTlg8d7fFUcJ8Kn8YkaluyCauxUtM=,+F4kHrdjF6OwLKcQUy6JPIRcLsRRm5kltWC57wgdInA=,daniel-savu,COMMIT_CODE,hyperlane-xyz,BUILDER
2024-04-01,aGpGH8qz3FmBNtMGV/yB4PSWzsO7SlVKvqR+vk3+7NE=,TwvzuWyTpg4eQrUb7NsMHE6PG8f34dySDkiR0Xo5JJM=,corbanbrook,COMMIT_CODE,0xsequence,BUILDER
2024-04-01,q9GRthsOrK3c67qLU9D4Kfw3zPtB0nknolsidE6g4GU=,U4DGXWkyjfyEzGseVutotwZ2Moy9Iu6cH+dBMErqDzc=,ex1st0r,COMMIT_CODE,rarible,BUILDER
2024-05-01,hHje/yl10ng5XbAXgyeDEq3hxmOkjscMbS5XNqeAg7Q=,lLUkZeo+2tmT5rd0A5+OhgpCXj0i2iNNSfwdipNrRdI=,andy-t-wang,COMMIT_CODE,worldcoin,BUILDER
2024-05-01,q9GRthsOrK3c67qLU9D4Kfw3zPtB0nknolsidE6g4GU=,U4DGXWkyjfyEzGseVutotwZ2Moy9Iu6cH+dBMErqDzc=,ex1st0r,COMMIT_CODE,rarible,BUILDER
2024-05-01,Jpscljo0tkzVDYKwVNnTSuR+AFUyy4EHg4AWd+Mdnd4=,+F4kHrdjF6OwLKcQUy6JPIRcLsRRm5kltWC57wgdInA=,daniel-savu,COMMIT_CODE,hyperlane-xyz,BUILDER
2024-12-01,2D5YRxufnDHKS+HeGRxq/fquJWda1owfPsxOQFcXAys=,0zaAvoU8CK/8g5iufDfwPQFxcb/rDWkzo+3rKO/x7kk=,marcinciarka,COMMIT_CODE,oasisdex,BUILDER
2024-12-01,PjPqPTput/vvThUxx6bMhInMKHuCV3t1s+K4YiHjIRg=,xF8mQgfRXu7Bk72SwkpBDBqexH2+SS7pksyc7Nt6MR4=,pxrl,COMMIT_CODE,across-protocol,BUILDER
2024-12-01,/48A4/LZsBf1ztk3blMoY9kPQjx8knNp/EabsEszQ4Y=,YY4jCEihfc51lbOqtUCYOGsIVwL1d1pIbI992ogbfsQ=,a5-pickle,COMMIT_CODE,wormholelabs-xyz,BUILDER
2024-12-01,PjPqPTput/vvThUxx6bMhInMKHuCV3t1s+K4YiHjIRg=,EVyMr7Zl5qxFX+KNpBZb2XJgvAg/7vixthWhYpyWatE=,md0x,COMMIT_CODE,across-protocol,BUILDER
2024-03-01,q9GRthsOrK3c67qLU9D4Kfw3zPtB0nknolsidE6g4GU=,U4DGXWkyjfyEzGseVutotwZ2Moy9Iu6cH+dBMErqDzc=,ex1st0r,COMMIT_CODE,rarible,BUILDER
2025-02-01,ckq4jTDZI8VgQseutflTvtvIG5SawYliPbHPn3thsIw=,U4DGXWkyjfyEzGseVutotwZ2Moy9Iu6cH+dBMErqDzc=,ex1st0r,COMMIT_CODE,rarible,BUILDER
2025-02-01,/48A4/LZsBf1ztk3blMoY9kPQjx8knNp/EabsEszQ4Y=,YY4jCEihfc51lbOqtUCYOGsIVwL1d1pIbI992ogbfsQ=,a5-pickle,COMMIT_CODE,wormholelabs-xyz,BUILDER
2024-04-01,kqujZQziAKlmF1hZHKciuM4kcUp+XOn5Fo/d+VZMa2E=,g9tt4UINUxNER1yxhH42vJ7q57n/P5Z8bxJs+Hp3g+E=,brunobar79,COMMIT_CODE,rainbow-me,BUILDER
2024-04-01,V+faFaxkbbUn/sLf+0QwQ2RqMJPdOA21mNHILWIqT5I=,2UT3SJFknlTM/yqgbj4pdRCy6DON5rkPgfxnLfv4z8M=,johnbedrock,COMMIT_CODE,bedrock-technology,BUILDER
2024-04-01,gBq7Wl0q0X+/hAl3qY/vtLirLXpwMoCndZ8i/B/6wd0=,4LaQrfjvGYH7UUCwRbDWTV1H16A/QQCUqLYrQBz3ubE=,diogosoaress,COMMIT_CODE,safe-global,BUILDER
2024-04-01,tI9+ol8dLfp7deTjbL+mWR3TKqivSnB0UJR4QN0Nh9M=,Gus65N1t7MZqwOf1lGBaIPnv2jsR7OfoBSsGzxG+VN4=,hochbruj,COMMIT_CODE,dhedge,BUILDER
2024-04-01,49lgX7xjp9BnBrzidaf0MzU+rjE9Cngu19rrBakzXzk=,cLjc2tQiu2YmFPWJGz/YOfu4tcRDAGuvUdBMFRV1noE=,r0ohafza,COMMIT_CODE,0xsplits,BUILDER
2024-04-01,L1FGc2AIMWcbDulPkpgzndWnljElZEAxxr+jPOdn0WQ=,jCPkBWduplDvAlbKTsddrzF77YzqsmjdOMHSEk150Ek=,noahlitvin,COMMIT_CODE,synthetixio,BUILDER
2024-04-01,XXpPLHBtaupfaGGuGkhTSlO2QRxEq4ADsUmSdge25u8=,jCPkBWduplDvAlbKTsddrzF77YzqsmjdOMHSEk150Ek=,noahlitvin,COMMIT_CODE,synthetixio,BUILDER
2024-08-01,kqujZQziAKlmF1hZHKciuM4kcUp+XOn5Fo/d+VZMa2E=,g9tt4UINUxNER1yxhH42vJ7q57n/P5Z8bxJs+Hp3g+E=,brunobar79,COMMIT_CODE,rainbow-me,BUILDER
2024-08-01,JvriFQ0NlFxB3+GIDPJQShc9f52TRc/cmOcLdzUPgL4=,QgBc4Sp4rYCcpuCvG3bw8BXaw/oyOkerhz43uudaSI8=,fringlesinthestreet,COMMIT_CODE,rainbow-me,BUILDER
2024-03-01,E5usljx7n+jlIk9QsYETSlyKz0rdIo9jeCFUzDrO3Qk=,TwvzuWyTpg4eQrUb7NsMHE6PG8f34dySDkiR0Xo5JJM=,corbanbrook,PULL_REQUEST_OPENED,ethers-io,DEVTOOL
2024-06-01,FFp3VPAxieqG6fo9LEtIGBef5T0DzUYfLVnrXOcKAtQ=,jCPkBWduplDvAlbKTsddrzF77YzqsmjdOMHSEk150Ek=,noahlitvin,PULL_REQUEST_REVIEW_COMMENT,usecannon,DEVTOOL
