bucket_month,project_id,developer_id,developer_name,event_type,repo_artifact_namespace,relationship_type
2024-10-01,De9rPibq2byeHyJiieLkyG+PZXw06P8mJPoFjYIvTTU=,G1QK8jshB0InGmP1g2mrX8iJLQWqQZdyv7fTGHQHiq8=,smol-ninja,COMMIT_CODE,sablier-labs,BUILDER
2024-10-01,cYKtZm5LcO+lBzh/EHUjfUxeT0RV+1rhpsH/ZXkfwms=,41vnEAoobfVLcFDjulC/oEsNKYidHgYqO8HQZsT/ZSE=,chef-yogi,COMMIT_CODE,pancakeswap,BUILDER
2024-02-01,De9rPibq2byeHyJiieLkyG+PZXw06P8mJPoFjYIvTTU=,G1QK8jshB0InGmP1g2mrX8iJLQWqQZdyv7fTGHQHiq8=,smol-ninja,COMMIT_CODE,sablier-labs,BUILDER
2025-01-01,hE1BjGS8I9OXjnYATSkRnNJlsItBXO+CKXU6UPKJlRQ=,78xSu5UHSX0Ybbb397I6CUpoIm7z2D6JqWOWeHV8mqs=,alexmance,COMMIT_CODE,aave,BUILDER
2025-01-01,g2gW16kX/8gl4n71esfphgWmt4r2COs4Bc9cGM9025Q=,G1QK8jshB0InGmP1g2mrX8iJLQWqQZdyv7fTGHQHiq8=,smol-ninja,COMMIT_CODE,sablier-labs,BUILDER
2024-10-01,SknvJ1fKqsEjRQTERy44BdTmY67lcFa3Yg9AHT5MwxQ=,KUJxGbF8cFnvm0CvqENB46I89pbnxIubnLc+nFlXN9I=,fb-alexcq,COMMIT_CODE,woonetwork,BUILDER
2024-05-01,p3mu9598KidLIbo8g8ZW2jgJjlv1JxF5pAooOzmYIiw=,A0Tr+xfonvvI9b1We2L6lEPZeY4rUDCtNcXsC177OlA=,garethfuller,COMMIT_CODE,balancer,BUILDER
2024-05-01,gUAJqDzlGG+FoZlO0a2/gjAMHgPjyorXA2SSKShTWcI=,B5o1VWEZaBpy+tyRvW0kaRMLhy1qa0Ofn7y72eWKC9E=,oveddan,COMMIT_CODE,ourzora,BUILDER
2024-07-01,kCF+D9wyJM2PvCFVlX9aKksPQmQEIKOsEnQUW3Bipog=,cW5JX2A+8+ccKlRtQcUxwEhHQ29qD3D/ah58kDZR27Q=,marko-roy,COMMIT_CODE,kwenta,BUILDER
2024-07-01,TsV9kZbHU7k/zigTlg8d7fFUcJ8Kn8YkaluyCauxUtM=,pZywPC4AKOqxkHn6KY1rNJTvHYQl6HwNupb0AHvT/V0=,nambrot,COMMIT_CODE,hyperlane-xyz,BUILDER
2024-07-01,fhQOM88bZld6udOIUL5hyBRrmGm4mv7G7sv3Opl6/7g=,Drdz1M5ucmH9AJXVvATGYbhRNnvDpNQV6PIAhBLsbhg=,stormcloud266,COMMIT_CODE,0xsend,BUILDER
2024-07-01,jSkXNfZHkUaisKcRyBIcJvY/LFgmxFoZMapmKzd3z8M=,A0Tr+xfonvvI9b1We2L6lEPZeY4rUDCtNcXsC177OlA=,garethfuller,COMMIT_CODE,balancer,BUILDER
2024-04-01,cYKtZm5LcO+lBzh/EHUjfUxeT0RV+1rhpsH/ZXkfwms=,41vnEAoobfVLcFDjulC/oEsNKYidHgYqO8HQZsT/ZSE=,chef-yogi,COMMIT_CODE,pancakeswap,BUILDER
2024-04-01,hE1BjGS8I9OXjnYATSkRnNJlsItBXO+CKXU6UPKJlRQ=,78xSu5UHSX0Ybbb397I6CUpoIm7z2D6JqWOWeHV8mqs=,alexmance,COMMIT_CODE,aave,BUILDER
2024-01-01,basFgwEJF3xDpeeLCR22ymRbLOIjykfH6IzUdDJFTpE=,1PGnXjGnpJzgvlwFdpHE+GjlWIH2oec/8G3SOAb/VCg=,lpcaries,COMMIT_CODE,izumifinance,BUILDER
2024-01-01,hE1BjGS8I9OXjnYATSkRnNJlsItBXO+CKXU6UPKJlRQ=,l1tROT6whAm9pTcTFzha6zaOWRXQcCUYZQ05Ye8VgPk=,marczeller,COMMIT_CODE,aavechan,BUILDER
2024-09-01,gUAJqDzlGG+FoZlO0a2/gjAMHgPjyorXA2SSKShTWcI=,B5o1VWEZaBpy+tyRvW0kaRMLhy1qa0Ofn7y72eWKC9E=,oveddan,COMMIT_CODE,ourzora,BUILDER
2024-09-01,om+w927v3zYcmk77AShf/wH4sac6MkhpIWBW0H/wYkE=,GRNv0c7OqsJQNFixV9OPYFe24wed0bb437KT0LljHis=,aj-maz,COMMIT_CODE,hai-on-op,BUILDER
2024-09-01,Vbt0Je/QVMzwz2kXjZhu4hCHrfa5JmL17azwgy9pDRY=,/KgN88gGvifTLMEydIdGlT4vJo702Ai9OvLpN6cyZBo=,bsx-engineering,COMMIT_CODE,bsx-exchange,BUILDER
2024-11-01,om+w927v3zYcmk77AShf/wH4sac6MkhpIWBW0H/wYkE=,GRNv0c7OqsJQNFixV9OPYFe24wed0bb437KT0LljHis=,aj-maz,COMMIT_CODE,hai-on-op,BUILDER
2024-11-01,R/brPbiaD8+ZOgc2k4NVBYT3oWYh50xHrkVT0zKFP94=,9P1F1zoPN095sU9oVRreeQ9dn0FB4ghulmA7qcExXyU=,davidqhr,COMMIT_CODE,jojoexchange,BUILDER
2024-11-01,gUAJqDzlGG+FoZlO0a2/gjAMHgPjyorXA2SSKShTWcI=,B5o1VWEZaBpy+tyRvW0kaRMLhy1qa0Ofn7y72eWKC9E=,oveddan,COMMIT_CODE,ourzora,BUILDER
2024-11-01,xqFZnmI2Qr5irmgHzN6nM4iwNDS+8iz2XSoeLMSmAZA=,9P1F1zoPN095sU9oVRreeQ9dn0FB4ghulmA7qcExXyU=,davidqhr,COMMIT_CODE,jojoexchange,BUILDER
2024-12-01,gUAJqDzlGG+FoZlO0a2/gjAMHgPjyorXA2SSKShTWcI=,B5o1VWEZaBpy+tyRvW0kaRMLhy1qa0Ofn7y72eWKC9E=,oveddan,COMMIT_CODE,ourzora,BUILDER
2024-06-01,vCa+wBp0799NJ8j9L6UgKxKmqiLT95Zk/aQX/hXty7c=,UfmEoDOnK1YdmbOYRp2KPaUXuxmNi00XAiZhAyHUiGk=,ggomaeng,COMMIT_CODE,steemhunt,BUILDER
2024-05-01,De9rPibq2byeHyJiieLkyG+PZXw06P8mJPoFjYIvTTU=,G1QK8jshB0InGmP1g2mrX8iJLQWqQZdyv7fTGHQHiq8=,smol-ninja,COMMIT_CODE,sablier-labs,BUILDER
2024-08-01,hE1BjGS8I9OXjnYATSkRnNJlsItBXO+CKXU6UPKJlRQ=,78xSu5UHSX0Ybbb397I6CUpoIm7z2D6JqWOWeHV8mqs=,alexmance,COMMIT_CODE,aave,BUILDER
2024-07-01,/48A4/LZsBf1ztk3blMoY9kPQjx8knNp/EabsEszQ4Y=,18gfSPxVVyXJUj2aoKMYaNysywUSlQSxBnu6ALbYMB4=,bingyuyap,COMMIT_CODE,wormhole-foundation,BUILDER
2025-01-01,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,i+UxgXMCPtqLWO1PEBLhoVWiT70oN/Psk8H33Wht58g=,alexherman1,COMMIT_CODE,metamask,BUILDER
2024-01-01,kCF+D9wyJM2PvCFVlX9aKksPQmQEIKOsEnQUW3Bipog=,cW5JX2A+8+ccKlRtQcUxwEhHQ29qD3D/ah58kDZR27Q=,marko-roy,COMMIT_CODE,kwenta,BUILDER
2024-01-01,0bo+FpuyeDxXcG5AQW0QWClfmYYQ2G9yEnOqxofAKys=,5iXowpovVBQCq+RtCud/x8L4PdaiCo6xxdwhWt6UBeA=,ashar2shahid,COMMIT_CODE,api3dao,BUILDER
2024-01-01,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,i+UxgXMCPtqLWO1PEBLhoVWiT70oN/Psk8H33Wht58g=,alexherman1,COMMIT_CODE,metamask,BUILDER
2024-03-01,kCF+D9wyJM2PvCFVlX9aKksPQmQEIKOsEnQUW3Bipog=,cW5JX2A+8+ccKlRtQcUxwEhHQ29qD3D/ah58kDZR27Q=,marko-roy,COMMIT_CODE,kwenta,BUILDER
2024-09-01,dqzR9ewlyPu0+Aje2ltI9fv6Rfg/8FCOm/oAC3Ni4Yo=,9i8xnYWtAZHi6cHv66uvlafUn7Lyk6CDcB5sNuFyAJg=,kabbouchi,COMMIT_CODE,instadapp,BUILDER
2024-12-01,6E3DyJA6elKGNzeUnrVYN/T9kutfmbzXXNbOlvSfnZM=,Q7NR9T20GbYYWHbfhQQHbbMHYKsH6TR0ypCuv3uTmJY=,maxklenk,COMMIT_CODE,lifinance,BUILDER
2024-12-01,MSfDkUunLKtfuMRdZuSxuemESQuIWKFCh1O6ySIEUs8=,xDxIqWEaqjn/Z73JqWc9Ko2nfJwvnsAuA/9ch4KP/2s=,drortirosh,COMMIT_CODE,eth-infinitism,BUILDER
2024-12-01,hE1BjGS8I9OXjnYATSkRnNJlsItBXO+CKXU6UPKJlRQ=,78xSu5UHSX0Ybbb397I6CUpoIm7z2D6JqWOWeHV8mqs=,alexmance,COMMIT_CODE,aave,BUILDER
2024-03-01,VsbnIqH0Z8ErW7VixsMTGcLVf45E645bcxAVcD/KZT0=,l1tROT6whAm9pTcTFzha6zaOWRXQcCUYZQ05Ye8VgPk=,marczeller,COMMIT_CODE,aavechan,BUILDER
2024-03-01,hE1BjGS8I9OXjnYATSkRnNJlsItBXO+CKXU6UPKJlRQ=,78xSu5UHSX0Ybbb397I6CUpoIm7z2D6JqWOWeHV8mqs=,alexmance,COMMIT_CODE,aave,BUILDER
2024-03-01,E9H3Htqh4/dCGgu9GUI+ksk7cayGewmtONFiBQWlveo=,mFtvGqIHpdq/1k5/LJl4Wj99m/lLiPUhO2fyux3nAkM=,cdincoglu,COMMIT_CODE,dexalot,BUILDER
2024-03-01,sw8ehEEk8y0FK2GSDVnFLz7M9erX6RSQdSAgGDmiwEs=,Q7NR9T20GbYYWHbfhQQHbbMHYKsH6TR0ypCuv3uTmJY=,maxklenk,COMMIT_CODE,lifinance,BUILDER
2024-03-01,dqzR9ewlyPu0+Aje2ltI9fv6Rfg/8FCOm/oAC3Ni4Yo=,9i8xnYWtAZHi6cHv66uvlafUn7Lyk6CDcB5sNuFyAJg=,kabbouchi,COMMIT_CODE,instadapp,BUILDER
2024-06-01,6E3DyJA6elKGNzeUnrVYN/T9kutfmbzXXNbOlvSfnZM=,Q7NR9T20GbYYWHbfhQQHbbMHYKsH6TR0ypCuv3uTmJY=,maxklenk,COMMIT_CODE,lifinance,BUILDER
2024-06-01,hE1BjGS8I9OXjnYATSkRnNJlsItBXO+CKXU6UPKJlRQ=,l1tROT6whAm9pTcTFzha6zaOWRXQcCUYZQ05Ye8VgPk=,marczeller,COMMIT_CODE,aavechan,BUILDER
2024-06-01,cYKtZm5LcO+lBzh/EHUjfUxeT0RV+1rhpsH/ZXkfwms=,41vnEAoobfVLcFDjulC/oEsNKYidHgYqO8HQZsT/ZSE=,chef-yogi,COMMIT_CODE,pancakeswap,BUILDER
2025-02-01,EFNan6yoGom5N81+Hlb8ZSQdM3B1+iJRRM0TxITQeG8=,v39X2nwRUPiqZWxM5Q1uSa9R8qSZdaYqTdPnW9jyrvc=,arr00,PULL_REQUEST_OPENED,openzeppelin,DEVTOOL
2020-06-01,D/EXUXnX8dbOCU6qXNGAgNxhLOdodwJNNjMPeLUHSu4=,xDxIqWEaqjn/Z73JqWc9Ko2nfJwvnsAuA/9ch4KP/2s=,drortirosh,ISSUE_OPENED,ethereum,DEVTOOL
2022-08-01,DIzubrsn/a/8kmeZ2iZY7KzKEcR2CvfHkg9WQZ0rkeA=,v39X2nwRUPiqZWxM5Q1uSa9R8qSZdaYqTdPnW9jyrvc=,arr00,PULL_REQUEST_OPENED,nomicfoundation,DEVTOOL
2024-05-01,pWQwBG0vClrKeqsZeS+ZWTMXQ09dabDhwwff85NZMTo=,G1QK8jshB0InGmP1g2mrX8iJLQWqQZdyv7fTGHQHiq8=,smol-ninja,ISSUE_OPENED,alexfertel,DEVTOOL
2022-02-01,D/EXUXnX8dbOCU6qXNGAgNxhLOdodwJNNjMPeLUHSu4=,xDxIqWEaqjn/Z73JqWc9Ko2nfJwvnsAuA/9ch4KP/2s=,drortirosh,ISSUE_OPENED,ethereum,DEVTOOL
2024-10-01,EFNan6yoGom5N81+Hlb8ZSQdM3B1+iJRRM0TxITQeG8=,v39X2nwRUPiqZWxM5Q1uSa9R8qSZdaYqTdPnW9jyrvc=,arr00,ISSUE_OPENED,openzeppelin,DEVTOOL
2022-07-01,sw8ehEEk8y0FK2GSDVnFLz7M9erX6RSQdSAgGDmiwEs=,Q7NR9T20GbYYWHbfhQQHbbMHYKsH6TR0ypCuv3uTmJY=,maxklenk,COMMIT_CODE,lifinance,BUILDER
2025-01-01,qG8wMwZc0z2iMNGmqEbE0yJCaHgGkvQgKL7w5NNjr2E=,v39X2nwRUPiqZWxM5Q1uSa9R8qSZdaYqTdPnW9jyrvc=,arr00,ISSUE_OPENED,openzeppelin,DEVTOOL
2021-01-01,E5usljx7n+jlIk9QsYETSlyKz0rdIo9jeCFUzDrO3Qk=,hBfe0aCu/K4vGvY8eruoF3NsTNW3+mvbE7Q9rWa7O84=,tayvano,ISSUE_COMMENT,ethers-io,DEVTOOL
2021-01-01,E5usljx7n+jlIk9QsYETSlyKz0rdIo9jeCFUzDrO3Qk=,xDxIqWEaqjn/Z73JqWc9Ko2nfJwvnsAuA/9ch4KP/2s=,drortirosh,ISSUE_OPENED,ethers-io,DEVTOOL
2025-01-01,EFNan6yoGom5N81+Hlb8ZSQdM3B1+iJRRM0TxITQeG8=,v39X2nwRUPiqZWxM5Q1uSa9R8qSZdaYqTdPnW9jyrvc=,arr00,FORKED,openzeppelin,DEVTOOL
2024-09-01,DfSkG9e/kLoY4f6vGN2ENGR29QVNtpye7gux017Wg5U=,xDxIqWEaqjn/Z73JqWc9Ko2nfJwvnsAuA/9ch4KP/2s=,drortirosh,ISSUE_OPENED,ethereum,DEVTOOL
2022-03-01,D/EXUXnX8dbOCU6qXNGAgNxhLOdodwJNNjMPeLUHSu4=,9i8xnYWtAZHi6cHv66uvlafUn7Lyk6CDcB5sNuFyAJg=,kabbouchi,STARRED,ethereum,DEVTOOL
2022-02-01,D/EXUXnX8dbOCU6qXNGAgNxhLOdodwJNNjMPeLUHSu4=,xDxIqWEaqjn/Z73JqWc9Ko2nfJwvnsAuA/9ch4KP/2s=,drortirosh,ISSUE_COMMENT,ethereum,DEVTOOL
2023-09-01,sw8ehEEk8y0FK2GSDVnFLz7M9erX6RSQdSAgGDmiwEs=,Q7NR9T20GbYYWHbfhQQHbbMHYKsH6TR0ypCuv3uTmJY=,maxklenk,COMMIT_CODE,lifinance,BUILDER
2023-09-01,qG8wMwZc0z2iMNGmqEbE0yJCaHgGkvQgKL7w5NNjr2E=,xDxIqWEaqjn/Z73JqWc9Ko2nfJwvnsAuA/9ch4KP/2s=,drortirosh,ISSUE_OPENED,openzeppelin,DEVTOOL
2023-02-01,0vGgC3Svnxh1MM2cZonDt8UO/AH3L7ccxNfX219uScE=,CK2K+a8bpQzKWqIqs8AHQ+9m6oFEG6yrgnKTeJ6SVMc=,liu-zhipeng,PULL_REQUEST_OPENED,wighawag,DEVTOOL
2023-02-01,JEGKohqd4SMdF2XsPQx53SuYckF5GP2RrdX9vLzovBk=,CK2K+a8bpQzKWqIqs8AHQ+9m6oFEG6yrgnKTeJ6SVMc=,liu-zhipeng,PULL_REQUEST_OPENED,wighawag,DEVTOOL
2019-08-01,qG8wMwZc0z2iMNGmqEbE0yJCaHgGkvQgKL7w5NNjr2E=,A0Tr+xfonvvI9b1We2L6lEPZeY4rUDCtNcXsC177OlA=,garethfuller,FORKED,openzeppelin,DEVTOOL
2025-01-01,qG8wMwZc0z2iMNGmqEbE0yJCaHgGkvQgKL7w5NNjr2E=,v39X2nwRUPiqZWxM5Q1uSa9R8qSZdaYqTdPnW9jyrvc=,arr00,PULL_REQUEST_REVIEW_COMMENT,openzeppelin,DEVTOOL
2022-09-01,CgkycgswSzo7Brgjj4YzC6Gbc0QVAof11N2O2WIjBPc=,xDxIqWEaqjn/Z73JqWc9Ko2nfJwvnsAuA/9ch4KP/2s=,drortirosh,ISSUE_OPENED,ethereum,DEVTOOL
2023-09-01,9YkINcCMkPJJBBzIpfFgimCSHCiPCKnl0RTIPa4AZ7I=,G1QK8jshB0InGmP1g2mrX8iJLQWqQZdyv7fTGHQHiq8=,smol-ninja,STARRED,alexfertel,DEVTOOL
2020-10-01,OhSYsbVtaKOxdKm1wJ5WpNfFwiQtMhvVqx11g04Dj6s=,UfmEoDOnK1YdmbOYRp2KPaUXuxmNi00XAiZhAyHUiGk=,ggomaeng,STARRED,ethers-io,DEVTOOL
2019-11-01,jD1XHm/vOqe4VURVumfnsrgIOnwlL4eTm/2Lox+UqCI=,xDxIqWEaqjn/Z73JqWc9Ko2nfJwvnsAuA/9ch4KP/2s=,drortirosh,ISSUE_OPENED,gnsps,DEVTOOL
2022-03-01,6E3DyJA6elKGNzeUnrVYN/T9kutfmbzXXNbOlvSfnZM=,Q7NR9T20GbYYWHbfhQQHbbMHYKsH6TR0ypCuv3uTmJY=,maxklenk,COMMIT_CODE,lifinance,BUILDER
2024-06-01,pWQwBG0vClrKeqsZeS+ZWTMXQ09dabDhwwff85NZMTo=,G1QK8jshB0InGmP1g2mrX8iJLQWqQZdyv7fTGHQHiq8=,smol-ninja,ISSUE_COMMENT,alexfertel,DEVTOOL
2022-11-01,EFNan6yoGom5N81+Hlb8ZSQdM3B1+iJRRM0TxITQeG8=,pZywPC4AKOqxkHn6KY1rNJTvHYQl6HwNupb0AHvT/V0=,nambrot,ISSUE_COMMENT,openzeppelin,DEVTOOL
2021-07-01,0vGgC3Svnxh1MM2cZonDt8UO/AH3L7ccxNfX219uScE=,xDxIqWEaqjn/Z73JqWc9Ko2nfJwvnsAuA/9ch4KP/2s=,drortirosh,ISSUE_OPENED,wighawag,DEVTOOL
2021-06-01,qG8wMwZc0z2iMNGmqEbE0yJCaHgGkvQgKL7w5NNjr2E=,xDxIqWEaqjn/Z73JqWc9Ko2nfJwvnsAuA/9ch4KP/2s=,drortirosh,FORKED,openzeppelin,DEVTOOL
2022-08-01,6E3DyJA6elKGNzeUnrVYN/T9kutfmbzXXNbOlvSfnZM=,Q7NR9T20GbYYWHbfhQQHbbMHYKsH6TR0ypCuv3uTmJY=,maxklenk,COMMIT_CODE,lifinance,BUILDER
2023-08-01,H2p6ZEPnv576Z8J4kfoovzAtg0SAMqG/HzQDAoZkJOA=,9i8xnYWtAZHi6cHv66uvlafUn7Lyk6CDcB5sNuFyAJg=,kabbouchi,STARRED,bluealloy,DEVTOOL
2022-07-01,sphWttmsHeZdYZ/tzjYPMpehqyy4ixN8QWzNDY84p1A=,d2GYujlVt16SBl0AU9kQdYJ/koBAi2l0ve2OgSIPFXQ=,0xble,STARRED,vectorized,DEVTOOL
2024-12-01,E5usljx7n+jlIk9QsYETSlyKz0rdIo9jeCFUzDrO3Qk=,GIP5ezHE5PdVUOIpexZtNLPXI0Ucn/ufXSl6W66YCU8=,zzomrot,FORKED,ethers-io,DEVTOOL
2022-10-01,qG8wMwZc0z2iMNGmqEbE0yJCaHgGkvQgKL7w5NNjr2E=,IsLngiw1SCmKJ4LF3WSZlBzHJC20Gisievt7vnyYiE4=,shivam78288,FORKED,openzeppelin,DEVTOOL
2022-01-01,D/EXUXnX8dbOCU6qXNGAgNxhLOdodwJNNjMPeLUHSu4=,xDxIqWEaqjn/Z73JqWc9Ko2nfJwvnsAuA/9ch4KP/2s=,drortirosh,ISSUE_COMMENT,ethereum,DEVTOOL
2024-07-01,sphWttmsHeZdYZ/tzjYPMpehqyy4ixN8QWzNDY84p1A=,18gfSPxVVyXJUj2aoKMYaNysywUSlQSxBnu6ALbYMB4=,bingyuyap,STARRED,vectorized,DEVTOOL
2023-05-01,gUFAlmQjlPwJ47EfIYcW8OScZ5iHFZBD/TE4Mhx9WQc=,d2GYujlVt16SBl0AU9kQdYJ/koBAi2l0ve2OgSIPFXQ=,0xble,COMMIT_CODE,partydao,BUILDER
2021-09-01,D/EXUXnX8dbOCU6qXNGAgNxhLOdodwJNNjMPeLUHSu4=,xDxIqWEaqjn/Z73JqWc9Ko2nfJwvnsAuA/9ch4KP/2s=,drortirosh,ISSUE_OPENED,ethereum,DEVTOOL
2021-12-01,JEGKohqd4SMdF2XsPQx53SuYckF5GP2RrdX9vLzovBk=,xDxIqWEaqjn/Z73JqWc9Ko2nfJwvnsAuA/9ch4KP/2s=,drortirosh,ISSUE_OPENED,wighawag,DEVTOOL
2022-09-01,sw8ehEEk8y0FK2GSDVnFLz7M9erX6RSQdSAgGDmiwEs=,Q7NR9T20GbYYWHbfhQQHbbMHYKsH6TR0ypCuv3uTmJY=,maxklenk,COMMIT_CODE,lifinance,BUILDER
2022-09-01,6E3DyJA6elKGNzeUnrVYN/T9kutfmbzXXNbOlvSfnZM=,Q7NR9T20GbYYWHbfhQQHbbMHYKsH6TR0ypCuv3uTmJY=,maxklenk,COMMIT_CODE,lifinance,BUILDER
2024-10-01,qG8wMwZc0z2iMNGmqEbE0yJCaHgGkvQgKL7w5NNjr2E=,v39X2nwRUPiqZWxM5Q1uSa9R8qSZdaYqTdPnW9jyrvc=,arr00,PULL_REQUEST_OPENED,openzeppelin,DEVTOOL
2024-04-01,CgkycgswSzo7Brgjj4YzC6Gbc0QVAof11N2O2WIjBPc=,xDxIqWEaqjn/Z73JqWc9Ko2nfJwvnsAuA/9ch4KP/2s=,drortirosh,ISSUE_COMMENT,ethereum,DEVTOOL
2024-11-01,qG8wMwZc0z2iMNGmqEbE0yJCaHgGkvQgKL7w5NNjr2E=,v39X2nwRUPiqZWxM5Q1uSa9R8qSZdaYqTdPnW9jyrvc=,arr00,ISSUE_COMMENT,openzeppelin,DEVTOOL
2024-11-01,EFNan6yoGom5N81+Hlb8ZSQdM3B1+iJRRM0TxITQeG8=,v39X2nwRUPiqZWxM5Q1uSa9R8qSZdaYqTdPnW9jyrvc=,arr00,ISSUE_COMMENT,openzeppelin,DEVTOOL
2022-08-01,DIzubrsn/a/8kmeZ2iZY7KzKEcR2CvfHkg9WQZ0rkeA=,v39X2nwRUPiqZWxM5Q1uSa9R8qSZdaYqTdPnW9jyrvc=,arr00,STARRED,nomicfoundation,DEVTOOL
2023-04-01,v9q8POh6Q9wmSNGAUbW3XjqApK9TOvyiFsvfmOpaEec=,UF/b6wN7DWspZ3qML0zwqq4BRzYblDrvECR6IoDso1Q=,maancham,STARRED,ethereum,DEVTOOL
2025-02-01,EFNan6yoGom5N81+Hlb8ZSQdM3B1+iJRRM0TxITQeG8=,v39X2nwRUPiqZWxM5Q1uSa9R8qSZdaYqTdPnW9jyrvc=,arr00,PULL_REQUEST_REVIEW_COMMENT,openzeppelin,DEVTOOL
2021-07-01,0vGgC3Svnxh1MM2cZonDt8UO/AH3L7ccxNfX219uScE=,xDxIqWEaqjn/Z73JqWc9Ko2nfJwvnsAuA/9ch4KP/2s=,drortirosh,FORKED,wighawag,DEVTOOL
2022-04-01,D/EXUXnX8dbOCU6qXNGAgNxhLOdodwJNNjMPeLUHSu4=,xDxIqWEaqjn/Z73JqWc9Ko2nfJwvnsAuA/9ch4KP/2s=,drortirosh,ISSUE_OPENED,ethereum,DEVTOOL
2022-04-01,DIzubrsn/a/8kmeZ2iZY7KzKEcR2CvfHkg9WQZ0rkeA=,xDxIqWEaqjn/Z73JqWc9Ko2nfJwvnsAuA/9ch4KP/2s=,drortirosh,ISSUE_OPENED,nomicfoundation,DEVTOOL
2022-01-01,D/EXUXnX8dbOCU6qXNGAgNxhLOdodwJNNjMPeLUHSu4=,9i8xnYWtAZHi6cHv66uvlafUn7Lyk6CDcB5sNuFyAJg=,kabbouchi,STARRED,ethereum,DEVTOOL
2022-09-01,OigoCjWwo7Ee/bQs3VrYY614cxDLaeAMEWzvi2txTV4=,9i8xnYWtAZHi6cHv66uvlafUn7Lyk6CDcB5sNuFyAJg=,kabbouchi,STARRED,gobitfly,DEVTOOL
2023-12-01,gUFAlmQjlPwJ47EfIYcW8OScZ5iHFZBD/TE4Mhx9WQc=,d2GYujlVt16SBl0AU9kQdYJ/koBAi2l0ve2OgSIPFXQ=,0xble,COMMIT_CODE,partydao,BUILDER
2025-01-01,v2QgByGF4okeRHMJmWN3tqZMxciee/qI2eeSPKK19gk=,UF/b6wN7DWspZ3qML0zwqq4BRzYblDrvECR6IoDso1Q=,maancham,COMMIT_CODE,axelarnetwork,BUILDER
2024-02-01,6E3DyJA6elKGNzeUnrVYN/T9kutfmbzXXNbOlvSfnZM=,Q7NR9T20GbYYWHbfhQQHbbMHYKsH6TR0ypCuv3uTmJY=,maxklenk,COMMIT_CODE,lifinance,BUILDER
2024-02-01,E9H3Htqh4/dCGgu9GUI+ksk7cayGewmtONFiBQWlveo=,mFtvGqIHpdq/1k5/LJl4Wj99m/lLiPUhO2fyux3nAkM=,cdincoglu,COMMIT_CODE,dexalot,BUILDER
2024-10-01,QRGO1/VAXWrWRkd4pGm6dB3z18Us20PKOXCottNt3pA=,PYIXH56cLTeXI4KNMb7PU1rhe2d4Kz0QMRVSxfYLl6I=,greatpie,COMMIT_CODE,arks-labs,BUILDER
2024-05-01,Jpscljo0tkzVDYKwVNnTSuR+AFUyy4EHg4AWd+Mdnd4=,pZywPC4AKOqxkHn6KY1rNJTvHYQl6HwNupb0AHvT/V0=,nambrot,COMMIT_CODE,hyperlane-xyz,BUILDER
2024-05-01,SH2lIijMOWBaAgXBMTxSXP6tlcGn5Hy3mzZ+eFmNRss=,/KgN88gGvifTLMEydIdGlT4vJo702Ai9OvLpN6cyZBo=,bsx-engineering,COMMIT_CODE,bsx-exchange,BUILDER
2024-05-01,SknvJ1fKqsEjRQTERy44BdTmY67lcFa3Yg9AHT5MwxQ=,KUJxGbF8cFnvm0CvqENB46I89pbnxIubnLc+nFlXN9I=,fb-alexcq,COMMIT_CODE,woonetwork,BUILDER
2024-05-01,jSkXNfZHkUaisKcRyBIcJvY/LFgmxFoZMapmKzd3z8M=,A0Tr+xfonvvI9b1We2L6lEPZeY4rUDCtNcXsC177OlA=,garethfuller,COMMIT_CODE,balancer,BUILDER
2024-05-01,0bo+FpuyeDxXcG5AQW0QWClfmYYQ2G9yEnOqxofAKys=,5iXowpovVBQCq+RtCud/x8L4PdaiCo6xxdwhWt6UBeA=,ashar2shahid,COMMIT_CODE,api3dao,BUILDER
2024-08-01,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,i+UxgXMCPtqLWO1PEBLhoVWiT70oN/Psk8H33Wht58g=,alexherman1,COMMIT_CODE,metamask,BUILDER
2024-08-01,TsV9kZbHU7k/zigTlg8d7fFUcJ8Kn8YkaluyCauxUtM=,pZywPC4AKOqxkHn6KY1rNJTvHYQl6HwNupb0AHvT/V0=,nambrot,COMMIT_CODE,hyperlane-xyz,BUILDER
2024-07-01,7o3rQns2QxmMIyr/Lp6EXIqBE9mvqX+1V6tQ8g1t/MM=,KUJxGbF8cFnvm0CvqENB46I89pbnxIubnLc+nFlXN9I=,fb-alexcq,COMMIT_CODE,woonetwork,BUILDER
2024-07-01,p5nHG8Bk5Xjqb/ffOGGgKQVO+tVem9FNedoDgWIw9N8=,R4EX2UmwE4Ru3b4sFtF+ltuhIJeBmF/dJZiusD6zR3c=,gevarist,COMMIT_CODE,arrakisfinance,BUILDER
2024-07-01,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,i+UxgXMCPtqLWO1PEBLhoVWiT70oN/Psk8H33Wht58g=,alexherman1,COMMIT_CODE,metamask,BUILDER
